year,city,growth,workers,company,state_s,revenue,industry,yrsonlist
2018,Eagan,372.1123,4329,Prime Therapeutics,MN,16433210000,Health,7
2018,Santa Ana,363.0638,150000,Allied Universal,CA,5301534000,Security,9
2018,Reston,80.4559,900,Carahsoft Technology,VA,4107537719,Government Services,11
2018,Beverly Hills,110.9724,6200,Endeavor,NY,3541178000,Media,1
2018,Tempe,76.6689,6111,DriveTime,AZ,3267077000,Consumer Products & Services,5
2018,Pittsburgh,81.136,468,ARMADA,PA,2950772000,Logistics & Transportation,2
2018,McKinney,106.2021,3132,SRS Distribution,TX,2183778171,Consumer Products & Services,5
2018,Dallas,216.2477,1563,Pinnacle Group,TX,2110176184,Human Resources,13
2018,Atlanta,58.1746,2570,Insight Global,GA,1928758851,Business Products & Services,11
2018,Hickory,134.1974,510,Transportation Insight,NC,1892660132,Logistics & Transportation,11
2018,Raleigh,341.335,6000,VICTRA,NC,1460373019,Retail,8
2018,The Woodlands,107.8916,5939,Strike,TX,1401259860,Energy,9
2018,Phoenix,71.2137,706,Avella Specialty Pharmacy,AZ,1351981297,Health,12
2018,Lake Mary,210.2303,825,Jeunesse Global,FL,1300731294,Consumer Products & Services,5
2018,Irvine,57.6902,9008,Pacific Dental Services,CA,1186683500,Health,13
2018,Mount Laurel,153.5353,5247,Freedom Mortgage,NJ,1154661039,Financial Services,6
2018,Troy,205.35,2278,United Shore,MI,1085837000,Financial Services,5
2018,Pittsburgh,89.3976,305,Chartwell Pennsylvania,PA,1083738705,Health,1
2018,Oak Brook,83.4094,1162,Readerlink,IL,1051402000,Consumer Products & Services,1
2018,Caledonia,427.8593,4623,Acrisure,MI,1039891000,Insurance,1
2018,Atlanta,240.2862,5167,Epiq,GA,1007138000,Business Products & Services,11
2018,Manasquan,97.4898,19000,Jersey Mike's Subs,NJ,974782877,Food & Beverage,1
2018,Irvine,191.5058,65,PASSCO Companies,CA,900508946,Real Estate,2
2018,Georgetown,92.4644,329,Georgetown Mortgage,TX,884193608,Financial Services,2
2018,Portland,70.5848,1478,Consumer Cellular,OR,811201124,Telecommunications,10
2018,Covington,59.6554,3007,Pro Mach,KY,793005000,Manufacturing,8
2018,White Plains,122.3763,600,PURE Group of Insurance Companies,NY,781333326,Insurance,4
2018,Lubbock,66.0054,655,The Reagor Dykes Auto Group,TX,780907723,Retail,5
2018,Fort Worth,79.0133,830,First American Payment Systems,TX,761630073,Financial Services,1
2018,Chicago,96.9216,3200,Guaranteed Rate,IL,753141733,Financial Services,9
2018,Highlands Ranch,89.1763,1694,Kodiak Building Partners,CO,748744870,Construction,1
2018,Schaumburg,82.898,3398,Convergint Technologies,IL,746597000,Security,2
2018,Boca Raton,750.4743,363,Orangetheory Fitness,FL,738573261,Health,5
2018,Taylor,72.887,380,Atlas Oil Company,MI,691333163,Energy,5
2018,Layton,74.9799,784,Young Automotive Group,UT,677538918,Retail,1
2018,Memphis,108.589,2700,Monogram Foods,TN,670665838,Food & Beverage,10
2018,Portland,118.0505,240,Fortis Construction,OR,615207535,Construction,10
2018,Perrysburg,203.1551,1694,Material Handling Services,OH,614071000,Business Products & Services,5
2018,Kenilworth,189.0891,1500,Diversified,NJ,604777699,Business Products & Services,3
2018,Fort Mill,210.2677,4291,Movement Mortgage,SC,603706174,Real Estate,6
2018,West Chester,76.0858,1902,Lithko Contracting,OH,593783904,Construction,2
2018,King of Prussia,64.0614,1104,Morgan Properties,PA,585636073,Real Estate,1
2018,San Francisco,76.8141,275,Build Group,CA,567822242,Construction,6
2018,Jackson,278.5917,9500,Great Lakes Caring,MI,565175347,Health,10
2018,Atlanta,493.1933,11016,GPS Hospitality,GA,551176689,Food & Beverage,1
2018,King of Prussia,109.9161,715,MedRisk,PA,546495477,Health,12
2018,Birmingham,79.2833,1452,American Family Care,AL,534479340,Health,5
2018,Brentwood,232.7287,3743,Compassus,TN,522905293,Health,2
2018,Carmel,94.3873,1415,American Specialty Health,IN,497438970,Health,9
2018,St Louis,106.3011,1700,MTM,MO,494681378,Logistics & Transportation,2
2018,Chester,61.5926,2356,Power Home Remodeling,PA,486166000,Construction,9
2018,New York City,61.7196,4087,Sterling Talent Solutions,NY,480956135,Business Products & Services,9
2018,Draper,66.9123,3055,Academy Mortgage,UT,471969162,Real Estate,5
2018,St Petersburg,97.8483,1495,Power Design,FL,469644980,Construction,3
2018,Atlanta,307.7387,719,Nolan Transportation Group,GA,468602137,Logistics & Transportation,4
2018,Pittsburgh,5435.9277,92,PANTHERx Specialty Pharmacy,PA,454329217,Health,3
2018,Deer Park,108.7438,2131,Universal Plant Services,TX,453167896,Construction,7
2018,Richfield,122.7667,1068,WMK,OH,444386928,Retail,13
2018,Tustin,121.5414,2685,New American Funding,CA,443028789,Financial Services,6
2018,Brentwood,89.439,5105,Vaco,TN,440846777,Human Resources,12
2018,Dakota Dunes,70.9413,164,Sterling Computers,SD,440807199,Government Services,7
2018,Miami,124.679,700,Windhaven Insurance,FL,434336000,Insurance,3
2018,Alexandria,158.7975,2816,UIC Technical Services,VA,426299000,Government Services,5
2018,Wichita,111.0822,11886,Freddy's Frozen Custard & Steakburgers,KS,410993763,Food & Beverage,7
2018,Elk Grove Village,163.8954,100,Orsini Healthcare,IL,405887949,Health,7
2018,Addison,225.5037,1279,Parts Town,IL,392922000,Business Products & Services,10
2018,San Francisco,151.1265,988,EPIC Insurance Brokers & Consultants,CA,386387036,Insurance,5
2018,Temple,150.9832,951,Janus International Group,GA,386259280,Manufacturing,5
2018,Burtonsville,115.24,34499,INFINITI HR,MD,371942140,Human Resources,6
2018,New York City,4309.095,464,Compass,NY,370560142,Real Estate,1
2018,Cincinnati,170.8877,310,RoundTower Technologies,OH,364515355,IT Services,7
2018,Scottsdale,207.2995,142,GHA Technologies,AZ,363841922,Business Products & Services,6
2018,Sunrise,86.1345,782,Cross Country Home Services,FL,361993199,Insurance,1
2018,Naples,199.4968,195,DeAngelis Diamond,FL,361239162,Construction,3
2018,San Carlos,196.8867,2629,Oportun,CA,360953755,Financial Services,1
2018,Huntsville,112.8072,845,Torch Technologies,AL,349126892,Government Services,12
2018,Jacksonville,176.1135,145,Dream Finders Homes,FL,344978900,Real Estate,8
2018,Rockford,231.2991,209,SupplyCore,IL,342856748,Government Services,8
2018,Fall River,86.0419,628,Blount Fine Foods,MA,338254000,Food & Beverage,6
2018,Knoxville,101.6346,430,AtWork Group,TN,331828635,Human Resources,5
2018,Athens,664.0447,602,Landmark Properties,GA,331482981,Real Estate,1
2018,Chicago,67.9215,253,AHEAD,IL,330632220,IT Services,5
2018,New York City,3710.7823,872,Peloton,NY,328337000,Retail,1
2018,Omaha,141.6464,347,Medical Solutions,NE,321090936,Health,11
2018,Clayton,159.4057,344,Clearent,MO,319427000,Financial Services,7
2018,Battlefield,87.9647,1578,Russell Cellular,MO,318147235,Retail,8
2018,Northbrook,205.7847,515,Endurance,IL,318118000,Consumer Products & Services,4
2018,New York City,230.2083,670,Teads,NY,317000000,Advertising & Marketing,4
2018,Chicago,339.5963,422,Avant,IL,316650000,Financial Services,2
2018,Bedminster,107.5684,674,Zelis Healthcare,NJ,313593161,Insurance,8
2018,Plymouth Meeting,75.253,1225,New Penn Financial,PA,309762565,Financial Services,7
2018,Woburn,126.8249,1669,Access Information Management,MA,298997002,IT Services,10
2018,Orlando,89.0095,45,AA Metals,FL,298755238,Business Products & Services,4
2018,Lewisville,76.1984,200,Parkway C&A,TX,295690443,Construction,4
2018,"San Jose,",83.3878,1100,8x8,CA,283644000,Software,1
2018,Mclean,408.5768,1189,KLDiscovery,VA,281184000,Business Products & Services,7
2018,Indianapolis,74.2207,1615,Equian,IN,279267000,Health,8
2018,Frisco,520.1889,485,J.W. Logistics,TX,278873067,Logistics & Transportation,4
2018,San Francisco,71.3867,212,Pacific Union International,CA,275453071,Real Estate,5
2018,Rockland,411.8275,198,Noble Supply & Logistics,MA,271248749,Government Services,1
2018,Springville,76.3572,300,The Premier Group (Utah),UT,271194101,Human Resources,1
2018,Houston,138.7322,125,Arch-Con Construction,TX,270914523,Construction,5
2018,Walnut Creek,125.2014,422,YapStone,CA,269744000,Financial Services,11
2018,Jacksonville,310.9119,107,LandSouth Construction,FL,269686689,Construction,2
2018,Cincinnati,89.4101,361,trustaff,OH,263264852,Human Resources,11
2018,Herndon,220.9655,235,GuidePoint Security,VA,262895088,Security,3
2018,Chicago,60165.5058,865,Home Chef,IL,255047839,Food & Beverage,1
2018,Salt Lake City,655.6612,700,Visible Supply Chain Management,UT,248741000,Logistics & Transportation,1
2018,Mobile,84.9504,1389,Hargrove Engineers + Constructors,AL,246754450,Engineering,11
2018,Fort Lauderdale,217.0741,15004,ScribeAmerica,FL,245841720,Health,8
2018,Cincinnati,180.6651,295,Integrity Express Logistics,OH,245161000,Logistics & Transportation,7
2018,Dallas,160.4974,526,Paragon Healthcare,TX,243900932,Health,3
2018,Wixom,234.6976,204,Central Conveyor Company,MI,242269012,Manufacturing,1
2018,Countryside,106.436,4155,Cooper's Hawk Winery & Restaurants,IL,241827341,Food & Beverage,6
2018,New York City,58.0851,898,Citrin Cooperman,NY,238683413,Financial Services,2
2018,Jenks,191.0971,1200,Gateway Mortgage Group,OK,237254824,Financial Services,8
2018,Corona,76.9321,1661,Paramount Residential Mortgage Group,CA,236249733,Financial Services,1
2018,Scottsdale,114.6377,49,HomeSmart,AZ,236211298,Real Estate,1
2018,Riverview,58.9552,474,BlueGrace Logistics,FL,232815466,Logistics & Transportation,6
2018,Tampa,160.4438,447,Benzer Pharmacy,FL,231655544,Health,4
2018,Smyrna,66.6823,152,Curant Health,GA,231583000,Health,6
2018,Parsippany,83.8216,152,Hollister Construction Services,NJ,231152000,Construction,6
2018,Atlanta,129.2273,98,Data Blue,GA,230329849,Advertising & Marketing,1
2018,Tampa,61.7119,1062,DEX Imaging,FL,228584460,Business Products & Services,3
2018,San Francisco,15911.2237,532,Flexport,CA,224745864,Logistics & Transportation,1
2018,Provo,146.0395,500,Peak Capital Partners,UT,221594728,Real Estate,5
2018,Cincinnati,59.1205,170,Pure Romance,OH,220249607,Consumer Products & Services,6
2018,Granite Bay,90.5692,1000,Premier Pools and Spas,CA,220085077,Construction,1
2018,Addison,177.5477,230,Nothing Bundt Cakes,TX,220026175,Food & Beverage,3
2018,Brea,168.9518,1601,American Financial Network,CA,219928326,Financial Services,4
2018,Scottsdale,38962.9022,104,DEPCOM Power,AZ,219574136,Energy,1
2018,Bellevue,979.4089,5500,MOD Pizza,WA,219487000,Food & Beverage,5
2018,Franklin,58.4776,1200,Lee Company,TN,216406699,Construction,1
2018,Nashville,192.2764,792,Advance Financial,TN,216172636,Financial Services,7
2018,Lexington,89.2418,355,Integration Partners,MA,214727000,Telecommunications,8
2018,Las Vegas,193.8106,0,Playags,NV,211955000,Business Products & Services,1
2018,Dallas,68.382,5800,Studio Movie Grill,TX,211683327,Food & Beverage,3
2018,Atlanta,318.879,544,The RADCO Companies,GA,210263000,Real Estate,2
2018,Houston,57.9385,155,Entrust Energy,TX,209267166,Energy,4
2018,Randolph,159.4764,153,NEI General Contracting,MA,205702984,Construction,2
2018,Birmingham,143.9703,29,SourcePointe,AL,205373706,Human Resources,3
2018,Farmers Branch,70.3343,80,GB Cellular,TX,205000000,Telecommunications,1
2018,Fremont,161.8817,34,New Tech Solutions,CA,202450699,Government Services,3
2018,Whitestone,728.7547,190,The Saatva Company,NY,202088902,Retail,4
2018,Schaumburg,390.1751,130,CAREPOINT PHARMACY,IL,200631397,Health,1
2018,Mauldin,104.5396,814,Ob Hospitalist Group,SC,198537267,Health,6
2018,Syracuse,163.9421,400,CXtec,NY,196724000,Computer Hardware,1
2018,New York City,136.4125,586,Diligent,NY,196350000,Software,1
2018,Greenbelt,1427.5775,385,T-Rex Solutions,MD,195539254,Government Services,3
2018,Mesa,342.7709,750,FlexPrint Managed Print Solutions,AZ,194224819,Business Products & Services,9
2018,Valencia,354.5159,554,Scorpion,CA,194046575,Advertising & Marketing,8
2018,Wilmington,80.3125,205,MegaCorp Logistics,NC,191078420,Logistics & Transportation,2
2018,McLean,277.7967,923,Dovel Technologies,VA,190839795,IT Services,3
2018,North Las Vegas,235.8757,1088,Plasticard Locktech International,NV,190565246,Manufacturing,9
2018,Los Angeles,259.4222,1099,Centerfield Media,CA,190366684,Advertising & Marketing,4
2018,Atlanta,100.5966,1036,OneDigital Health and Benefits,GA,189714253,Insurance,12
2018,Windham,114.3997,330,Medicus Healthcare Solutions,NH,189536258,Health,3
2018,Dallas,253.8615,3400,Arcis Golf,TX,188341778,Travel & Hospitality,2
2018,Chino,199.5552,72,Nexgrill Industries,CA,187181361,Consumer Products & Services,3
2018,North Billerica,123.7216,764,Curriculum Associates,MA,187025130,Education,4
2018,Hudson,169.6319,1500,LeafFilter Gutter Protection,OH,182862165,Consumer Products & Services,7
2018,Newton,86.7404,2900,PR Management,MA,181919359,Travel & Hospitality,1
2018,Cincinnati,640.3244,443,Health Carousel,OH,180702083,Health,3
2018,Vienna,14475.5148,55,DGC International,VA,179707790,Government Services,2
2018,Newport Beach,67.5049,638,United Capital,CA,179677028,Financial Services,6
2018,Bountiful,139.0679,256,ARIIX,UT,177958801,Consumer Products & Services,3
2018,Wilmington,80.6584,750,The Siegfried Group,DE,176960500,Financial Services,4
2018,North Little ROck,304.7456,202,Travel Nurse Across America,AR,176631000,Health,3
2018,Monroe,74.806,180,Pete and Gerry's Organics,NH,176455569,Food & Beverage,2
2018,Houston,429.4202,24,Eventellect,TX,176204311,Retail,8
2018,New Albany,64.5332,837,HMS Global Maritime,IN,175575000,Travel & Hospitality,7
2018,Youngstown,66.3848,2390,Comprehensive Logistics,OH,173464392,Logistics & Transportation,3
2018,Plainsboro,89.8295,2108,Compunnel Software Group,NJ,170325023,Human Resources,8
2018,Dania,379.9344,285,Q LINK WIRELESS,FL,170299889,Telecommunications,2
2018,Boston,66.1936,810,Acquia,MA,169348000,Software,7
2018,Boulder,71423.762,118,PopSockets,CO,168837562,Consumer Products & Services,1
2018,Jacksonville Beach,141.708,428,Optimum Healthcare IT,FL,168207039,IT Services,3
2018,New York City,280.8722,70,123Stores,NY,167380922,Retail,3
2018,River Heights,111.516,1648,Conservice,UT,165345727,Real Estate,11
2018,Hauppauge,104.1962,518,Premier Fixtures,NY,164966000,Business Products & Services,2
2018,Miami,403.381,141,SMP Pharmacy Solutions,FL,164043050,Health,10
2018,Miami,121.7554,1000,goTRG,FL,163662545,Software,1
2018,Valley View,70.3275,292,ExactCare Pharmacy,OH,163250501,Health,5
2018,Los Angeles,91.6355,51,MediaAlpha,CA,163213339,Software,4
2018,Trevose,1196.9362,46,SimpleTire,PA,162102244,Retail,1
2018,Phoenix,197.9381,4287,EXOS,AZ,161107897,Health,5
2018,Glen Mills,57.3485,580,Pentec Health,PA,160781213,Health,9
2018,Seattle,64.1489,700,Kidder Mathews,WA,160556723,Real Estate,5
2018,Richmond,85.0975,823,CapTech Ventures,VA,160498684,Business Products & Services,12
2018,Davie,74.8389,332,Bankers Healthcare Group,FL,160337268,Financial Services,12
2018,Austin,450.38,2700,Pathway Vet Alliance,TX,160117198,Health,1
2018,Mayfield Heights,124.4125,900,Park Place Technologies,OH,158608000,IT Services,6
2018,Portland,248.3821,739,Vets First Choice,ME,157483959,Health,7
2018,Ottawa Lake,299.2886,25,SD Bullion,MI,156994793,Financial Services,3
2018,Chicago,108.4387,898,The Federal Savings Bank,IL,156988217,Financial Services,2
2018,Islandia,398.712,279,Pharmapacks,NY,154245963,Retail,4
2018,Markle,121.2793,900,Novae,IN,153003089,Manufacturing,12
2018,Reston,59.5453,390,Knight Point Systems,VA,150589448,IT Services,8
2018,Houston,1458.8912,48,Discount Power Texas,TX,148793420,Energy,3
2018,San Francisco,1010.9622,100,MightyHive,CA,148532197,Advertising & Marketing,1
2018,Lehi,151.426,160,Jane.com,UT,147323614,Retail,4
2018,Jacksonville Beach,70.0065,52,The FaverGray Company,FL,146768931,Construction,3
2018,Charlotte,181.5523,927,RoundPoint Mortgage Servicing,NC,146303000,Financial Services,1
2018,Strongsville,349.8162,150,National Automotive Experts/NWAN,OH,145327537,Business Products & Services,1
2018,El Segundo,130.7039,202,Prodege,CA,145146000,Advertising & Marketing,5
2018,San Francisco,74.6584,651,W2O Group,CA,144311886,Advertising & Marketing,10
2018,Edison,237.3717,320,Choice Home Warranty,NJ,144291947,Insurance,7
2018,Charlotte,91.6949,343,Hissho Sushi,NC,144063404,Food & Beverage,8
2018,Twin Falls,61.4772,130,Giltner Logistic Services,ID,143061769,Logistics & Transportation,3
2018,American Fork,236.5599,3805,Four Foods Group,UT,142642153,Food & Beverage,7
2018,Chino,91.2454,411,Lollicup USA,CA,140504650,Business Products & Services,6
2018,Minneapolis,67.1349,550,ABILITY Network,MN,139839165,Software,1
2018,Houston,131.7359,14,Eagle Pipe,TX,139796272,Energy,1
2018,Boca Raton,85.1366,2300,iPic Entertainment,FL,139419000,Travel & Hospitality,1
2018,Chicago,102.9335,6,Americorp-The Matt Laricy Group,IL,139050000,Real Estate,3
2018,Ocean,105.7824,53,NCWC,NJ,138518203,Consumer Products & Services,5
2018,Herndon,122.1001,1075,ZENETEX,VA,137976714,Government Services,7
2018,Holmdel,116.0053,650,iCIMS,NJ,137973000,Software,12
2018,Wilmington,108.1221,255,N2 Publishing,NC,136903326,Media,8
2018,Andover,97.511,126,ALKU,MA,136861901,Human Resources,7
2018,Orlando,71.137,115,Park Square Homes,FL,136430901,Construction,2
2018,Jacksonville,95.6584,1111,The HCI Group,FL,136330445,Health,6
2018,Raleigh,58.2689,246,The Select Group,NC,136135000,Human Resources,12
2018,Henderson,61.3406,113,Berkshire Hathaway HomeServices Nevada Properties,NV,135296697,Real Estate,5
2018,Acton,120.0908,39,Phoenics Electronics,MA,134593077,Business Products & Services,2
2018,Oakland,97.9533,2500,Softvision,CA,134555422,Business Products & Services,10
2018,Beaver Dam,96.0666,58,WDS Construction,WI,134542739,Construction,1
2018,Birmingham,184.2164,268,PaceRunners,AL,134399928,Logistics & Transportation,1
2018,Dallas,70.1697,388,Homecare Homebase,TX,134359984,Health,7
2018,Sausalito,137.7654,1148,Bay Equity Home Loans,CA,133115440,Financial Services,2
2018,Draper,206.8151,75,Fieldstone Homes,UT,133078000,Real Estate,1
2018,Atlanta,256.1078,40,Monarch Private Capital,GA,132109026,Financial Services,1
2018,Redwood City,74.6891,171,Balsam Hill,CA,131499000,Retail,7
2018,Bronx,68.4948,89,Procida Construction,NY,130779996,Construction,2
2018,Atlanta,142.1881,342,Cardlytics,GA,130365000,Advertising & Marketing,4
2018,Novato,147.4297,37,Merrimak Capital Company,CA,130266396,Business Products & Services,4
2018,Torrance,72.862,700,Partner Assessment,CA,129390695,Environmental Services,4
2018,Midvale,246.1935,23,1 Source Business Solutions,UT,128829000,Human Resources,3
2018,San Ramon,57.3917,427,Accela,CA,128770000,Government Services,3
2018,Exton,75.194,600,ipipeline,PA,128549969,Software,10
2018,Addison,159.6742,64,KWA Construction,TX,128474885,Construction,2
2018,New York City,183.2423,260,Kargo,NY,127629000,Advertising & Marketing,4
2018,New York City,95.2419,102,Myriad Supply,NY,127609810,IT Services,10
2018,Erie,68.129,498,Logistics Plus,PA,127252861,Logistics & Transportation,4
2018,Kodak,95.5314,136,Katom Restaurant Supply,TN,127179266,Food & Beverage,10
2018,Danville,742.392,25,Sparks Energy,AL,127090146,Energy,2
2018,Somerset,460.8293,1164,22nd Century Technologies,NJ,126521008,Government Services,10
2018,Strongsville,197.8946,839,Union Home Mortgage,OH,126435137,Real Estate,3
2018,Santa Clara,259.7793,635,Malwarebytes,CA,126171000,Security,4
2018,Kennesaw,433.9843,75,Phobio,GA,125999089,Software,1
2018,Malvern,259.292,623,Frontline Education,PA,125976806,Education,2
2018,Aberdeen,340.4528,94,Quantico Tactical,NC,125955316,Government Services,1
2018,Bellingham,174.7882,26,Ben Kinney Companies,WA,125730185,Real Estate,3
2018,Greenvielle,171.81,341,Global Lending Services,SC,125723000,Financial Services,3
2018,Novi,63.4035,108,National Food Group,MI,124907533,Food & Beverage,9
2018,Houston,2859.8981,375,Karya Property Management,TX,124798452,Real Estate,1
2018,Chicago,82.2831,206,Burwood Group,IL,123869534,IT Services,8
2018,Miami,79.6488,35,Andes Global Trading,FL,123868652,Food & Beverage,2
2018,Longmont,63.0121,80,Alliant National Title Insurance Company,CO,123745274,Insurance,4
2018,Palo Alto,3379.989,100,Liftoff,CA,123413982,Advertising & Marketing,2
2018,New York City,127.1867,2600,DataArt,NY,123201609,Software,9
2018,Houston,176.8346,406,Resource Environmental Solutions,TX,122875405,Environmental Services,8
2018,Dalls,94.198,864,OneSource Virtual,TX,122716100,Business Products & Services,6
2018,Calabasas,564.1194,135,Anchor Loans,CA,122623000,Financial Services,1
2018,Kent,65.8751,698,Ammex,WA,122374831,Manufacturing,4
2018,Vancouver,267.8768,193,Netrush,WA,122102000,Retail,3
2018,Houston,114.3153,706,Alert Logic,TX,121754667,Security,7
2018,Lehi,2914.7937,44,iServe,UT,121332000,Advertising & Marketing,1
2018,Montvale,59.3593,105,Gotham Technology Group,NJ,120585905,IT Services,7
2018,Mount Laurel,85.1456,606,AnnieMac Home Mortgage,NJ,120402520,Financial Services,2
2018,La Jolla,624.4651,48,Palomar Specialty Insurance Company,CA,120157695,Insurance,1
2018,Coppell,100.0018,233,Pegasus Logistics Group,TX,119980562,Logistics & Transportation,3
2018,Colorado Springs,1105.6194,30,V3Gate,CO,119257931,Government Services,3
2018,Independence,232.8881,796,Nations Lending,OH,118735667,Financial Services,1
2018,San Antonio,93.295,48,Galaxy Builders,TX,117968999,Construction,3
2018,Irvine,162.2649,564,Accurate Background,CA,117646252,Human Resources,5
2018,Santa Monica,644.8473,8500,TaskUs,CA,117288348,Business Products & Services,6
2018,Chicago,194.7618,225,Rise Interactive,IL,117083891,Advertising & Marketing,9
2018,Mountainside,80.0275,141,Vericon Construction Company,NJ,116602501,Construction,1
2018,Indianapolis,79.3519,3100,MS Companies,IN,116579785,Business Products & Services,5
2018,South Windsor,70.7761,239,Carla's Pasta,CT,116479569,Food & Beverage,2
2018,Amherst,87.1572,32,Logistic Dynamics,NY,115793560,Logistics & Transportation,9
2018,Hallandale Beach,98.3685,384,European Wax Center,FL,114939865,Consumer Products & Services,5
2018,Richmond,741.8381,667,The Hilb Group,VA,113737021,Insurance,4
2018,Minneapolis,118.1914,704,JAMF Software,MN,113597000,IT Services,2
2018,Jacksonville,382.2247,55,JWB Real Estate Capital,FL,112257788,Real Estate,7
2018,Cotati,98.9342,1762,PT-1 Holdings,CA,111942184,Health,8
2018,Houston,141.874,67,Frontier Utilities,TX,111534308,Energy,1
2018,Manahawkin,107.3421,431,The Wireless Experience,NJ,110967033,Retail,3
2018,Boca Raton,264.0951,599,Modernizing Medicine,FL,110913657,Software,4
2018,St Paul,99.145,164,Apex Revenue Technologies,MN,110585500,Financial Services,11
2018,Carrollton,82.7543,1062,MB2 Dental Solutions,TX,110355843,Business Products & Services,1
2018,Plano,66.0168,1504,Oceans Healthcare,TX,109569398,Health,3
2018,Brooklyn,77.5698,950,Namecheap,NY,109137899,Software,2
2018,Irvine,2507.3097,844,Cylance,CA,108751669,Security,3
2018,American Fork,581.7659,799,Domo,UT,108524170,Software,2
2018,Portland,185.8315,193,Vetsource,OR,108471392,Health,2
2018,Stockton,135.9717,104,Balance Staffing,CA,107716416,Human Resources,3
2018,Metuchen,4617.4707,606,Momentum Solar,NJ,107461199,Energy,3
2018,Herndon,95.0557,264,Team Velocity Marketing,VA,106912000,Advertising & Marketing,5
2018,Santa Monica,318.3804,240,GumGum,CA,106898658,Advertising & Marketing,1
2018,Brea,146.0332,168,Pharmedquest,CA,106652038,Health,2
2018,Burnsville,88.962,203,Innovative Office Solutions,MN,106619308,Business Products & Services,10
2018,Clearwater,194.2812,184,Protect My Car,FL,106596784,Insurance,2
2018,Salisbury,122.8835,30,The Maryland and Delaware Group of Long and Foster,MD,106544544,Real Estate,1
2018,Indian Trail,84.0983,219,Alpha Omega Construction Group,NC,106272707,Construction,1
2018,Knoxville,964.7878,2305,Priority Ambulance,TN,105998608,Health,1
2018,Lansing,61.9703,591,Liquid Web,MI,105986240,Computer Hardware,11
2018,Franklin,114.1878,463,Cumberland Consulting Group,TN,105753527,Health,10
2018,Atlanta,396.0402,243,PureCars Automotive,GA,105552745,Advertising & Marketing,5
2018,San Francisco,464.6426,379,Fastly,CA,104984000,Software,1
2018,Lehi,216.3183,120,Xyngular,UT,103043216,Health,3
2018,Santa Clara,94.6979,560,Centrify,CA,102951294,Software,5
2018,Denver,697.4089,514,Ibotta,CO,102430249,Consumer Products & Services,1
2018,Duluth,90.3797,115,Veristor Systems,GA,101955993,Software,10
2018,Greenbelt,263.3315,44,n2grate,MD,101674761,Government Services,3
2018,San Diego,183.1948,113,Cali Bamboo,CA,101061069,Manufacturing,10
2018,Lombard,97.9365,86,Circle 8 Logistics,IL,100645267,Logistics & Transportation,1
2018,Phoenix,122.2904,313,Western Window Systems,AZ,100158533,Manufacturing,5
2018,Vienna,384.7275,515,Credence Management Solutions,VA,99569222,Government Services,7
2018,Statesville,460.523,150,Raymer Oil Company,NC,99534000,Retail,2
2018,Carmel,77.2211,457,enVista,IN,99300954,Logistics & Transportation,8
2018,New York City,243.6004,403,Exiger,NY,99280615,Business Products & Services,1
2018,Birmingham,120.2604,391,Momentum Telecom,AL,99260334,Telecommunications,3
2018,New York City,207.755,1461,Blink Fitness,NY,99251000,Consumer Products & Services,2
2018,Madison,75660.8425,49,SwanLeap,WI,98965631,Logistics & Transportation,2
2018,Minneapolis,159.2327,541,Code42,MN,98389171,Software,8
2018,Raleigh,78.3428,155,Bulk TV & Internet,NC,98034791,Business Products & Services,7
2018,Chantilly,119.6417,316,OGSystems,VA,97466000,Government Services,7
2018,Plano,167.0717,20,First National Title Insurance Company,TX,97256036,Insurance,2
2018,Norfolk,196.5299,456,Host,VA,96740268,Logistics & Transportation,3
2018,Baton Rouge,58.5027,213,ShoppersChoice.com,LA,96445690,Retail,11
2018,Lake Forest,134.809,450,Impact Networking,IL,96375000,Business Products & Services,9
2018,Los Angeles,150.5807,170,SADA Systems,CA,96161315,Business Products & Services,11
2018,Oklahoma City,97.0963,207,Commuter Air Technology,OK,95952913,Business Products & Services,7
2018,Gainesville,145.6558,599,Homestar Financial,GA,95651000,Financial Services,3
2018,Rockville,214.2944,296,TISTA Science and Technology,MD,95475617,Government Services,8
2018,Grand Rapids,83.6582,402,Service Express,MI,95433092,IT Services,10
2018,Maywood,197.1598,481,SignResource,CA,95210000,Manufacturing,1
2018,Los Angeles,77.0183,85,ZestFinance,CA,95155302,Financial Services,4
2018,San Diego,142.0013,208,National Funding,CA,94498978,Financial Services,6
2018,Glendale Heights,215.9003,337,Climate Pros,IL,94443669,Construction,8
2018,Allen,85.1885,296,WatchGuard Video,TX,94105651,Government Services,4
2018,San Francisco,913.2678,67,Tophatter,CA,94030342,Consumer Products & Services,2
2018,Atlanta,204.9934,85,REPAY,GA,93951121,Financial Services,8
2018,Plano,109.0226,562,Capital Title of Texas,TX,93749658,Real Estate,6
2018,Aurora,319.5181,326,American Financing,CO,93619028,Financial Services,1
2018,Redwood City,318.2387,409,Delphix,CA,93560000,IT Services,1
2018,Naperville,77.9701,245,Impact Advisors,IL,93039874,Health,4
2018,Franklin,303.4977,413,Interactions,MA,92873968,Business Products & Services,1
2018,Pasadena,77.4046,591,PinnacleART,TX,92552403,Engineering,3
2018,San Mateo,296.0588,100,Tile,CA,92128798,Consumer Products & Services,1
2018,Vancouver,183.6894,474,DiscoverOrg,WA,91764022,Software,8
2018,Overland Park,98.3619,745,ProPharma Group,KS,91750640,Health,5
