 url, rank, city, growth, company, country, revenue, industry, yrs_on_list
https://www.inc.com/profile/finerg-international,696,Stara Lesna,832.7902,Finerg International,Slovakia,2169530,Travel & Hospitality,1
https://www.inc.com/profile/lama-sk,697,Bratislava,832.2195,Lama SK,Slovakia,10876867,Security,2
https://www.inc.com/profile/allegro-projekt-ab,698,Stockholm,831.2855,Allegro Projekt AB,Sweden,7951455,Engineering,2
https://www.inc.com/profile/helpmycash-sl,699,Barcelona,831.0995,Helpmycash SL,Spain,2558410,Media,1
https://www.inc.com/profile/profal-industry,700,Timisoara,829.6943,Profal Industry,Romania,2670426,Construction,1
https://www.inc.com/profile/coordinacion-y-gestion-tecnica-de-obras-y-proyectos-sociedad-limitada,701,Valencia,829.5857,Coordinacion Y Gestion Tecnica De Obras Y Proyectos Sociedad Limitada,Spain,3146536,Construction,2
https://www.inc.com/profile/zavod-zhbi-1-yi,702,"Kaliningrad, Pgt Pribrezhnyi",829.1998,Zavod Zhbi-1 YI,Russian Federation,3982002,Construction,1
https://www.inc.com/profile/collinson-ig-management-ltd,703,London,828.5757,Collinson IG (Management) Ltd,United Kingdom,12139985,Business Products & Services,2
https://www.inc.com/profile/mensia-technologies,704,Chantepie,828.2714,Mensia Technologies,France,2021608,Software,1
https://www.inc.com/profile/dobrynya-rus,705,Slavyansk-Na-Kubani,827.1159,DOBRYNYA-Rus,Russian Federation,17319424,Food & Beverage,1
https://www.inc.com/profile/logicor-europe,706,London,823.8204,Logicor Europe,United Kingdom,24480289,Business Products & Services,1
https://www.inc.com/profile/pzu-ukraine-insurance-at,707,Kiev,822.7277,PZU Ukraine Insurance At,Ukraine,6565235,Insurance,1
https://www.inc.com/profile/maslozavod-pestravskii,708,S. Pestravka,822.2527,Maslozavod Pestravskii,Russian Federation,14141039,Food & Beverage,1
https://www.inc.com/profile/motork-italia-srl,709,Milan,820.5229,Motork Italia S.R.L.,Italy,10733094,Software,1
https://www.inc.com/profile/intremar-servicios-integrales-de-mantenimiento-sl,710,Vigo,819.7819,Intremar Servicios Integrales De Mantenimiento SL.,Spain,2129010,Logistics & Transportation,1
https://www.inc.com/profile/gte-srl,711,Cercola,819.116,G.T.E. S.R.L.,Italy,11407663,Logistics & Transportation,1
https://www.inc.com/profile/services-manager-sl,712,Sevilla,819.0797,Services Manager SL,Spain,2025624,Business Products & Services,1
https://www.inc.com/profile/agri-business-partner-doo-sombor,713,Sombor,818.7278,Agri Business Partner DOO Sombor,Serbia,4913393,Agriculture & Natural Resources,1
https://www.inc.com/profile/vanyushkiny-sladosti,714,Penza,817.9879,Vanyushkiny Sladosti,Russian Federation,7678776,Agriculture & Natural Resources,1
https://www.inc.com/profile/kd-sped-szallitmanyozo,715,Tapszentmiklos,817.8004,KD-Sped Szallitmanyozo,Hungary,2042932,Logistics & Transportation,1
https://www.inc.com/profile/fos4x,716,Muenchen,817.1568,fos4X,Germany,3097000,Manufacturing,1
https://www.inc.com/profile/stroikom-treid,717,Nizhnii Tagil,816.9974,Stroikom-Treid,Russian Federation,2228863,Logistics & Transportation,1
https://www.inc.com/profile/inspiring-benefits-sl,718,Madrid,815.9366,Inspiring Benefits SL,Spain,3243762,IT Services,1
https://www.inc.com/profile/compagnie-de-larc-atlantique,719,Bidart,815.5329,Compagnie De l'arc Atlantique,France,4148884,Financial Services,1
https://www.inc.com/profile/the-joint-stock-company-khabarovsk-telecommunications-khabtel-co-gst-or-kht-co-gst,720,Khabarovsk,815.395,"The Joint Stock Company Khabarovsk Telecommunications . Khabtel Co., Gst. OR KHT Co., Gst.",Russian Federation,2214020,Telecommunications,1
https://www.inc.com/profile/uralskii-maslozavod,721,Ozersk,814.84,Uralskii Maslozavod,Russian Federation,8800230,Food & Beverage,1
https://www.inc.com/profile/glasscorp-sa,722,Buzau,813.4424,Glasscorp SA,Romania,18913931,Manufacturing,1
https://www.inc.com/profile/filoblu-srl,723,Santa Maria di Sala,813.2866,Filoblu S.R.L.,Italy,13606134,Software,1
https://www.inc.com/profile/aviaprom,724,Dubna,813.2378,Aviaprom,Russian Federation,3953662,Manufacturing,1
https://www.inc.com/profile/ransservis-2008-tov,725,Molodizhne,813.1145,Ransservis 2008 TOV,Ukraine,2194908,Business Products & Services,1
https://www.inc.com/profile/promplast,726,S. Timofeevka,812.9479,Promplast,Russian Federation,2167037,Manufacturing,1
https://www.inc.com/profile/marinvest-ab,727,Goteborg,811.3171,Marinvest AB,Sweden,74850100,Business Products & Services,1
https://www.inc.com/profile/bas-itg-ab,728,Stockholm,810.7946,Bas Itg AB,Sweden,3069888,Business Products & Services,1
https://www.inc.com/profile/investment-aktiebolaget-spiltan,729,Stockholm,810.3231,Investment Aktiebolaget Spiltan,Sweden,43750485,Financial Services,2
https://www.inc.com/profile/eco-tecnica-services---srl,730,San Cesareo,810.3147,ECO Tecnica Services - SRL,Italy,4291551,Construction,1
https://www.inc.com/profile/komplektor,731,Ryazan,810.2169,Komplektor,Russian Federation,9893703,Construction,1
https://www.inc.com/profile/penzamolinvest,732,Penza,810.0401,Penzamolinvest,Russian Federation,125332829,Agriculture & Natural Resources,1
https://www.inc.com/profile/kalim-profil-tesanj,733,Tesanj,808.9029,KALIM-PROFIL Tesanj,Bosnia and Herzegovina,2244572,Manufacturing,1
https://www.inc.com/profile/infinity-italia-srl,734,Bologna,807.6759,Infinity Italia S.R.L.,Italy,9226335,Manufacturing,1
https://www.inc.com/profile/apple-world,735,Ridica,806.4669,Apple World,Serbia,6957859,Agriculture & Natural Resources,1
https://www.inc.com/profile/spitfire-properties-llp,736,Birmingham,806.3418,Spitfire Properties LLP,United Kingdom,61851944,Construction,1
https://www.inc.com/profile/navtor-as,737,Egersund,805.5663,Navtor AS,Norway,10203776,Manufacturing,1
https://www.inc.com/profile/labroc-oy,738,Oulu,805.5462,Labroc Oy,Finland,5388000,Business Products & Services,1
https://www.inc.com/profile/joint-stock-company-avexima,739,Moscow,805.3761,Joint Stock Company Avexima,Russian Federation,37810226,Health,1
https://www.inc.com/profile/caseificio-ingardia-srl,740,Paceco,805.3234,Caseificio Ingardia S.R.L.,Italy,3043797,Food & Beverage,1
https://www.inc.com/profile/vitra-ab,741,Stockholm,805.312,Vitra AB,Sweden,7217718,Advertising & Marketing,1
https://www.inc.com/profile/petservis,742,Zhukovskii,805.0883,Petservis,Russian Federation,30067920,Retail,1
https://www.inc.com/profile/sia-runway-espana-sl,743,Benalmadena,802.0199,SIA Runway Espana SL.,Spain,9985369,Business Products & Services,1
https://www.inc.com/profile/ekebydalsborgen-ab,744,Djursholm,801.5638,Ekebydalsborgen AB,Sweden,5371283,Real Estate,1
https://www.inc.com/profile/blue-air---airline-management-solutions,745,Bucharest,801.46,Blue Air - Airline Management Solutions,Romania,297031675,Logistics & Transportation,1
https://www.inc.com/profile/mareli-systems-eood,746,Sofia,800.3677,Mareli Systems EOOD,Bulgaria,3832541,Manufacturing,1
https://www.inc.com/profile/upravlyayushchaya-zhilishchnaya-kompaniya-ardo,747,Ekaterinburg,800.0646,Upravlyayushchaya Zhilishchnaya Kompaniya Ardo,Russian Federation,4750100,Real Estate,1
https://www.inc.com/profile/soyuzkomplekt,748,Perm,799.112,Soyuzkomplekt,Russian Federation,8501724,Construction,1
https://www.inc.com/profile/arcobaleno-srl,749,Rome,798.7557,Arcobaleno S.R.L.,Italy,3863616,Business Products & Services,1
https://www.inc.com/profile/inteleon-ab,750,Goteborg,797.587,Inteleon AB,Sweden,16386241,Telecommunications,2
https://www.inc.com/profile/abs-auto-sochi,751,Sochi,796.8164,Abs-Auto Sochi,Russian Federation,20548154,Retail,1
https://www.inc.com/profile/tyumenskie-motorostroiteli,752,Tyumen,796.331,Tyumenskie Motorostroiteli,Russian Federation,36540458,Business Products & Services,1
https://www.inc.com/profile/motork,753,Milan,795.9046,MotorK,Italy,10446050,Logistics & Transportation,1
https://www.inc.com/profile/paul-and-truck-sociedad-limitada,754,l'alcudia,795.0074,Paul And Truck Sociedad Limitada.,Spain,9027787,Logistics & Transportation,1
https://www.inc.com/profile/gruber-logistics-srl,755,Oradea,793.3688,Gruber Logistics SRL,Romania,9003130,Logistics & Transportation,1
https://www.inc.com/profile/les-boucheries-daurelien-sas,756,Herouville St Clair,791.9528,LES Boucheries d'aurelien SAS,France,4619575,Retail,1
https://www.inc.com/profile/innspire---mobile-iptv-guest-engagement-solutions,757,Stockholm,790.7041,InnSpire - Mobile & IPTV Guest Engagement Solutions,Sweden,2059005,Media,1
https://www.inc.com/profile/bum,758,Tikhvin,789.8549,Bum,Russian Federation,2185368,Retail,1
https://www.inc.com/profile/kompotech-srl,759,Floresti,789.7341,Kompotech SRL,Romania,3074405,Manufacturing,1
https://www.inc.com/profile/bravoventure-spain-sl,760,Madrid,788.2353,Bravoventure Spain SL.,Spain,6040000,Travel & Hospitality,1
https://www.inc.com/profile/action-deutschland,761,Duesseldorf,788.0511,Action Deutschland,Germany,270677902,Retail,1
https://www.inc.com/profile/decathlon-bulgaria-eood,762,Sofia,787.6569,Decathlon Bulgaria EOOD,Bulgaria,23804598,Retail,1
https://www.inc.com/profile/normeca,763,Cherbourg En Cotentin,787.3629,Normeca,France,5959121,Manufacturing,2
https://www.inc.com/profile/automic-software,764,Moerfelden-Walldorf,786.1988,Automic Software,Germany,25699765,IT Services,2
https://www.inc.com/profile/osf-global-france,765,Courbevoie,785.2906,OSF Global France,France,5866431,IT Services,1
https://www.inc.com/profile/eastern-shipping,766,Constanta,782.5426,Eastern Shipping,Romania,4103664,Logistics & Transportation,1
https://www.inc.com/profile/franja-quality-sl,767,Ciudad Real,782.4286,Franja Quality SL,Spain,4327527,Food & Beverage,1
https://www.inc.com/profile/tyumenneftservis,768,Tyumen,781.7187,Tyumenneftservis,Russian Federation,2420891,Energy,1
https://www.inc.com/profile/njord-salmon-as,769,Kjoersvikbugen,781.2735,Njord Salmon AS,Norway,5861544,Agriculture & Natural Resources,1
https://www.inc.com/profile/immochan-imobiliare,770,Bucharest,781.197,Immochan Imobiliare,Romania,27167550,Construction,1
https://www.inc.com/profile/construcciones-urdecon-sa,771,Murcia,780.9858,Construcciones Urdecon SA,Spain,9169150,Construction,1
https://www.inc.com/profile/njie-foods-ab,772,Goteborg,780.3886,Njie Foods AB,Sweden,25595591,Food & Beverage,2
https://www.inc.com/profile/oy-dinos-investment-ltd,773,Espoo,779.8148,Oy Dinos Investment Ltd,Finland,46828750,Construction,1
https://www.inc.com/profile/ve-interactive-nordic-ab,774,Stockholm,779.2933,Ve Interactive Nordic AB,Sweden,2764208,Software,1
https://www.inc.com/profile/nvbs-infra-ab,775,Kista,778.9006,Nvbs Infra AB,Sweden,9331622,Government Services,1
https://www.inc.com/profile/talleres-electricos-blascar-sl,776,A Coruna,778.1231,Talleres Electricos Blascar SL,Spain,9206550,Logistics & Transportation,1
https://www.inc.com/profile/softech,777,Cluj-Napoca,776.13,Softech,Romania,2155385,Software,1
https://www.inc.com/profile/turkubus-oy,778,Paattinen,775.5853,Turkubus Oy,Finland,3220000,Logistics & Transportation,1
https://www.inc.com/profile/kebira-soluciones-integrales-sl,779,Las Rozas De Madrid,775.2734,Kebira Soluciones Integrales SL.,Spain,5917907,Construction,1
https://www.inc.com/profile/nosh-company-oy,780,Hameenlinna,775.2294,Nosh Company Oy,Finland,5724000,Retail,2
https://www.inc.com/profile/ritek-as,781,Levanger,774.08,Ritek AS,Norway,24705871,Business Products & Services,1
https://www.inc.com/profile/autotechnica-hellas-sa,782,Kifissia,773.4792,Autotechnica Hellas S.A.,Greece,99847474,Retail,1
https://www.inc.com/profile/fabbrica-pelletterie-milano-spa-o-in-forma-abbreviata-fpm-spa,783,Milan,772.8957,"Fabbrica Pelletterie Milano S.P.A. O, In Forma Abbreviata, F.P.M. S.P.A.",Italy,7754552,Consumer Products & Services,1
https://www.inc.com/profile/aunde-kulmbach,784,Kulmbach,772.7457,AUNDE Kulmbach,Germany,13395407,Manufacturing,1
https://www.inc.com/profile/sanata,785,Vologda,772.5817,Sanata,Russian Federation,6418580,Logistics & Transportation,1
https://www.inc.com/profile/uab-nord-via,786,Vilniaus M.,771.6493,UAB Nord Via,Lithuania,2642004,Construction,1
https://www.inc.com/profile/maxfps-aktiebolag,787,Upplands Vasby,771.0649,Maxfps Aktiebolag,Sweden,13032281,Retail,2
https://www.inc.com/profile/chaudronneries-et-fonderies-philippe-jackson,788,Mouscron,770.6912,Chaudronneries ET Fonderies Philippe Jackson,Belgium,5542794,Manufacturing,1
https://www.inc.com/profile/nfi---nouvelles-fermetures-international-lda,789,Fradelos,768.5851,"NFI - Nouvelles Fermetures International, LDA",Portugal,14544762,Manufacturing,2
https://www.inc.com/profile/del-dan-construct-srl,790,Cluj-Napoca,767.3908,Del Dan Construct SRL,Romania,3110186,Construction,1
https://www.inc.com/profile/sozidanie-i-razvitie,791,Moscow,767.3834,Sozidanie I Razvitie,Russian Federation,6921485,Business Products & Services,1
https://www.inc.com/profile/barcelona-lettings-sl,792,Barcelona,767.0142,Barcelona Lettings SL.,Spain,2361556,Travel & Hospitality,1
https://www.inc.com/profile/coedin-spa,793,Mussomeli,766.841,Co.Ed.In. S.P.A.,Italy,8417286,Business Products & Services,1
https://www.inc.com/profile/saint-honore-ponthieu,794,Paris,764.8682,Saint Honore Ponthieu,France,3890324,Business Products & Services,1
https://www.inc.com/profile/torgovyi-dom-professional,795,Ivanovo,764.0398,Torgovyi DOM Professional,Russian Federation,20495103,Retail,1
https://www.inc.com/profile/spetssnabtrans,796,Nizhnevartovsk,763.892,Spetssnabtrans,Russian Federation,7469919,Retail,1
https://www.inc.com/profile/neft,797,Izhevsk,763.5106,Neft,Russian Federation,8681053,Manufacturing,1
https://www.inc.com/profile/uab-tm-capital,798,Vilniaus M.,762.6796,UAB TM Capital,Lithuania,2356599,Construction,1
https://www.inc.com/profile/ingennus-urban-consulting-slp,799,Zaragoza,762.5849,Ingennus Urban Consulting SLP,Spain,2943088,Business Products & Services,1
https://www.inc.com/profile/boostheat,800,Venissieux,762.1256,Boostheat,France,4166834,Manufacturing,1
https://www.inc.com/profile/ego-cogito-sl,801,Parla,761.2447,EGO Cogito SL.,Spain,40818212,Advertising & Marketing,1
https://www.inc.com/profile/kerima-fachpersonal,802,Stuttgart,760.9375,Kerima Fachpersonal,Germany,3030500,Human Resources,1
https://www.inc.com/profile/mj-hudson,803,London,760.3531,MJ Hudson,United Kingdom,18033000,Financial Services,1
https://www.inc.com/profile/agentis-chatellerault,804,Chatellerault,760.0788,Agentis Chatellerault,France,5143796,Human Resources,1
https://www.inc.com/profile/masaworks-oy,805,Hyrynsalmi,759.7656,Masaworks Oy,Finland,2201000,Construction,1
https://www.inc.com/profile/delivra-slu,806,Esplugues De Llobregat,759.5498,Delivra SLU,Spain,13366000,Retail,1
https://www.inc.com/profile/si-hbel,807,Milmort,758.835,Si-Hbel,Belgium,2081773,Construction,1
https://www.inc.com/profile/inkeroisten-apteekki,808,Inkeroinen,757.1429,Inkeroisten apteekki,Finland,6000000,Health,1
https://www.inc.com/profile/virkkalan-omena-apteekki,809,Lohja,757.1429,Virkkalan Omena-apteekki,Finland,6000000,Health,1
https://www.inc.com/profile/jyvaskylan-ykkosapteekki,810,Jyvaskyla,757.1429,Jyvaskylan Ykkosapteekki,Finland,6000000,Health,1
https://www.inc.com/profile/nurmeksen-2-porokylan-apteekki,811,Nurmes,757.1429,Nurmeksen 2. Porokylan apteekki,Finland,6000000,Health,1
https://www.inc.com/profile/janakkalan-2-tervakosken-apteekki,812,Tervakoski,757.1429,Janakkalan 2. Tervakosken apteekki,Finland,6000000,Health,1
https://www.inc.com/profile/palloilu-saatio-sr,813,Eerikkilan Urheiluopisto,757.1429,Palloilu Saatio sr,Finland,6000000,Consumer Products & Services,1
https://www.inc.com/profile/fly-spa,814,Grigno,756.8783,Fly S.P.A.,Italy,116891343,Manufacturing,2
https://www.inc.com/profile/dsk-grad,815,D. Kotovo,756.4456,DSK Grad,Russian Federation,64619871,Construction,1
https://www.inc.com/profile/ltd-factory-psm,816,Yaroslavl,755.1902,Ltd Factory PSM,Russian Federation,29768163,Manufacturing,1
https://www.inc.com/profile/les-mazes,817,Savigny Sur Orge,753.7802,LES Mazes,France,14571160,Travel & Hospitality,1
https://www.inc.com/profile/stv-plus-servis-in-storitve,818,Novo Mesto,753.6375,STV PLUS servis in storitve,Slovenia,2971162,Retail,1
https://www.inc.com/profile/moskapstroi,819,Moscow,753.2708,Moskapstroi,Russian Federation,13831929,Construction,1
https://www.inc.com/profile/iqra-utbildning-ab,820,Vasteraas,753.2662,Iqra Utbildning AB,Sweden,4106898,Education,1
https://www.inc.com/profile/doveconviene-srl,821,Sestu,752.8013,Doveconviene S.R.L.,Italy,17100039,Advertising & Marketing,1
https://www.inc.com/profile/morgado-da-lameira---empreendimento-turistico-e-golfe-sa,822,Alcantarilha,750.9365,"Morgado Da Lameira - Empreendimento Turistico E Golfe, S.A.",Portugal,8860623,Travel & Hospitality,2
https://www.inc.com/profile/monzas,823,Usti nad Labem,750.7318,Monzas,Czech Republic,53408671,Government Services,1
https://www.inc.com/profile/construction-partner-ahto-oy,824,Espoo,749.5945,Construction Partner Ahto Oy,Finland,2180000,Construction,1
https://www.inc.com/profile/serchio-motori-lease-service-srl,825,Lucca,749.5398,Serchio Motori Lease & Service S.R.L.,Italy,3624052,Business Products & Services,1
https://www.inc.com/profile/little-dot-studios-limited,826,London,749.3815,Little Dot Studios Limited,United Kingdom,11420937,Media,1
https://www.inc.com/profile/live-audiovisual-sl,827,Madrid,748.938,Live Audiovisual SL.,Spain,4595429,Media,1
https://www.inc.com/profile/actiway-ab,828,Stockholm,748.3025,Actiway AB,Sweden,7439231,Business Products & Services,2
https://www.inc.com/profile/ismar-health-care,829,Lier,748.0898,Ismar Health Care,Belgium,4059136,Construction,1
https://www.inc.com/profile/ioannou-g-clinic-sa-anassa-geniki-kliniki,830,Volos,747.1806,"Ioannou G. Clinic S.A. ""Anassa Geniki Kliniki""",Greece,2216216,Health,1
https://www.inc.com/profile/apteki-valenta,831,G Shchelkovo,747.1286,Apteki Valenta,Russian Federation,12012648,Health,1
https://www.inc.com/profile/torneo-parque-control-sl,832,Mairena Del Aljarafe,746.7521,Torneo Parque Control SL,Spain,5893081,Security,1
https://www.inc.com/profile/apotea-ab,833,Stockholm,746.6852,Apotea AB,Sweden,102922329,Retail,2
https://www.inc.com/profile/bilua-e-commerce-sl,834,Llinars Del Valles,744.4337,Bilua E-Commerce SL,Spain,24740042,Business Products & Services,1
https://www.inc.com/profile/joint-stock-company-torgovyi-dom-stoloto,835,Moscow,743.5127,Joint Stock Company Torgovyi DOM Stoloto,Russian Federation,163252816,Consumer Products & Services,1
https://www.inc.com/profile/agence-des-consommations-energetiques,836,Emerainville,742.1232,Agence DES Consommations Energetiques,France,7628920,Retail,1
https://www.inc.com/profile/klaravik-ab,837,Karlstad,742.024,Klaravik AB,Sweden,2414605,Retail,2
https://www.inc.com/profile/communisis-digital-limited,838,Leeds,741.4599,Communisis Digital Limited,United Kingdom,8740092,Software,1
https://www.inc.com/profile/romerike-grunnboring-as,839,Frogner,741.3486,Romerike Grunnboring AS,Norway,2455333,Engineering,1
https://www.inc.com/profile/techniki-thessalias-sa,840,Volos,740.163,Techniki Thessalias S.A.,Greece,8047543,Construction,1
https://www.inc.com/profile/norrkust-caravan-ab,841,Kalix,739.6882,Norrkust Caravan AB,Sweden,7436010,Retail,1
https://www.inc.com/profile/contrust,842,Ramnicu Valcea,739.4089,Contrust,Romania,2438701,Construction,1
https://www.inc.com/profile/cala-llarga-sl,843,Alaquas,738.8385,Cala Llarga SL,Spain,3141878,Construction,1
https://www.inc.com/profile/bashneft-udmurtia,844,Ufa,738.8077,Bashneft-Udmurtia,Russian Federation,1022581397,Retail,2
https://www.inc.com/profile/nova-pelteci---peles-sa,845,Vila Moreira,738.6756,"Nova Pelteci - Peles, S.A.",Portugal,3774426,Manufacturing,1
https://www.inc.com/profile/lottas-omsorg-ab,846,Umeaa,738.3776,Lottas Omsorg AB,Sweden,2722648,Health,1
https://www.inc.com/profile/fontoli---confeccoes-texteis-lda,847,Vizela,736.0299,"Fontoli - Confeccoes Texteis, LDA",Portugal,20621915,Consumer Products & Services,2
https://www.inc.com/profile/gruppo-toscano-spedizioni-srl,848,Altopascio,735.8005,Gruppo Toscano Spedizioni S.R.L.,Italy,2934579,Logistics & Transportation,1
https://www.inc.com/profile/the-hamburger-foundation,849,Geneva,735.3029,The Hamburger Foundation,Switzerland,3393936,Food & Beverage,1
https://www.inc.com/profile/general-de-polimeros-sl,850,A Coruna,735.1474,General De Polimeros SL.,Spain,5035371,Environmental Services,1
https://www.inc.com/profile/sante-ds-sro,851,Vrakun,735.0283,"Sante DS, s.r.o.",Slovakia,9056383,Construction,1
https://www.inc.com/profile/scala-drift-as,852,Oslo,733.681,Scala Drift AS,Norway,9361963,Real Estate,2
https://www.inc.com/profile/team-3r-ambiente-srl,853,Orbassano,733.6381,Team 3R Ambiente S.R.L.,Italy,10063104,Environmental Services,1
https://www.inc.com/profile/kholding-plastpolimer,854,Kazan,733.3749,Kholding-Plastpolimer,Russian Federation,2724261,Manufacturing,1
https://www.inc.com/profile/mep-trans-as,855,Tallinn,733.0269,MEP Trans As,Estonia,4228461,Logistics & Transportation,1
https://www.inc.com/profile/kmp-konsult-ab,856,Sollentuna,732.8878,Kmp Konsult AB,Sweden,2263081,Engineering,1
https://www.inc.com/profile/joint-stock-company-bogdanovich-generation-company,857,Bogdanovich,732.5853,Joint-Stock Company Bogdanovich Generation Company,Russian Federation,3187253,Construction,1
https://www.inc.com/profile/general-interiors-srl,858,Ronchi dei Legionari,731.9356,General Interiors S.R.L.,Italy,2499409,Logistics & Transportation,1
https://www.inc.com/profile/polikond,859,Ryazan,731.8849,Polikond,Russian Federation,41290292,Manufacturing,1
https://www.inc.com/profile/sally-truck-sro,860,Liberec,731.5858,"Sally Truck, s.r.o.",Czech Republic,25919491,Business Products & Services,1
https://www.inc.com/profile/verwater-tank-industrial-services,861,Essen,731.1175,Verwater Tank & Industrial Services,Belgium,46171679,Manufacturing,1
https://www.inc.com/profile/kasteel-borghof,862,Tongeren,730.8665,Kasteel Borghof,Belgium,2634927,Construction,1
https://www.inc.com/profile/elision,863,Hasselt,730.2334,Elision,Belgium,4551439,IT Services,2
https://www.inc.com/profile/reformact-aktiebolag,864,Stockholm,730.162,Reformact Aktiebolag,Sweden,3091465,Advertising & Marketing,1
https://www.inc.com/profile/redskapsbodenno-as,865,Vennesla,728.5314,Redskapsboden.No AS,Norway,2012801,Retail,1
https://www.inc.com/profile/samso-spa,866,Milan,726.9107,Samso S.P.A.,Italy,4988124,Business Products & Services,1
https://www.inc.com/profile/itm-trade-ou,867,Tallinn,726.8721,ITM Trade OU,Estonia,4515350,IT Services,2
https://www.inc.com/profile/tecknomonster-srl-socio-unico,868,Casorate Sempione,726.542,Tecknomonster SRL Socio Unico,Italy,2199734,Manufacturing,1
https://www.inc.com/profile/adelte-airport-technologies-sl,869,Barcelona,725.8472,Adelte Airport Technologies SL.,Spain,56845228,Manufacturing,1
https://www.inc.com/profile/bsts,870,Novosibirsk,725.1782,Bsts,Russian Federation,6402987,Construction,1
https://www.inc.com/profile/cajo-technologies-oy,871,Kempele,724.3126,Cajo Technologies Oy,Finland,2251000,Manufacturing,1
https://www.inc.com/profile/pametna-energija-doo,872,Zagreb,724.1201,PAMETNA ENERGIJA d.o.o.,Croatia,7171468,Construction,1
https://www.inc.com/profile/luumaen-ensihoito-oy,873,Taavetti,723.2786,Luumaen Ensihoito Oy,Finland,2947000,Health,1
https://www.inc.com/profile/falbit-srl,874,Ferrandina,723.2747,Falbit SRL,Italy,6037946,Manufacturing,1
https://www.inc.com/profile/baupartner-construct,875,Aricestii Rahtivani,723.205,Baupartner Construct,Romania,25828164,Construction,1
https://www.inc.com/profile/dodlek-agro-doo,876,Belica,722.6069,DODLEK-AGRO d.o.o.,Croatia,6801207,Agriculture & Natural Resources,1
https://www.inc.com/profile/nordstroi-inzhiniring,877,Ekaterinburg,721.2974,Nordstroi-Inzhiniring,Russian Federation,11914381,Construction,1
https://www.inc.com/profile/ennismore,878,London,720.1763,Ennismore,United Kingdom,17938010,Travel & Hospitality,1
https://www.inc.com/profile/amon-consultants,879,Sint-Denijs-Westrem,719.3048,Amon Consultants,Belgium,2162342,Human Resources,1
https://www.inc.com/profile/lpp-slovakia,880,Banska Bystrica,718.476,LPP Slovakia,Slovakia,39329820,Retail,2
https://www.inc.com/profile/uab-logtrans,881,Vilniaus M.,718.1818,UAB Logtrans,Lithuania,2250000,Logistics & Transportation,1
https://www.inc.com/profile/uab-bunasta,882,Vilniaus M.,718.1818,UAB Bunasta,Lithuania,2250000,Logistics & Transportation,1
https://www.inc.com/profile/stanislaw-n-byggservice-ab,883,Ballingslov,717.2002,Stanislaw N Byggservice AB,Sweden,2027539,Construction,1
https://www.inc.com/profile/kmp-kyl-frys-ab,884,Norsborg,717.0803,Kmp Kyl & Frys AB,Sweden,3259072,Logistics & Transportation,1
https://www.inc.com/profile/hsbau-gesmbh,885,Wien,716.7179,HSBAU Ges.m.b.H.,Austria,2300000,Construction,1
https://www.inc.com/profile/intellektualnye-kompleksy-avtomatiki,886,Voronezh,715.7877,Intellektualnye kompleksy avtomatiki,Russian Federation,3207351,Energy,1
https://www.inc.com/profile/metall-nn,887,Nizhnii Novgorod,715.2379,Metall-Nn,Russian Federation,7883473,Environmental Services,1
https://www.inc.com/profile/poppels-bryggeri-ab,888,Jonsered,714.6873,Poppels Bryggeri AB,Sweden,2257637,Food & Beverage,1
https://www.inc.com/profile/avus-capital-eood,889,Sofia,713.6574,Avus Capital EOOD,Bulgaria,43004114,Financial Services,2
https://www.inc.com/profile/casitherm-service-srl,890,Timisoara,713.5271,Casitherm Service SRL,Romania,2604808,Construction,1
https://www.inc.com/profile/business-travel-center-europe-2003-sl,891,Cornella De Llobregat,713.5201,Business Travel Center Europe 2003 SL.,Spain,2233552,Travel & Hospitality,1
https://www.inc.com/profile/stroiarsenal,892,Moscow,713.5161,Stroiarsenal,Russian Federation,93286944,Construction,1
https://www.inc.com/profile/taklaggarna-i-malardalen-ab,893,Strangnas,713.3911,Taklaggarna i Malardalen AB,Sweden,3673502,Construction,1
https://www.inc.com/profile/zoot,894,Prague,713.2198,ZOOT,Czech Republic,26267000,Retail,1
https://www.inc.com/profile/nison,895,Moscow,712.9504,Nison,Russian Federation,3059490,Business Products & Services,1
https://www.inc.com/profile/trencadis-corp,896,Baia Mare,712.2294,Trencadis Corp,Romania,4326364,Software,2
https://www.inc.com/profile/extreme-iceland-ehf,897,Reykjavik,712.149,Extreme Iceland ehf.,Iceland,16889621,Travel & Hospitality,2
https://www.inc.com/profile/redmadrobot,898,Moscow,711.6003,Redmadrobot,Russian Federation,5224474,IT Services,2
https://www.inc.com/profile/ratepay,899,Berlin,711.4048,RatePAY,Germany,13467940,Financial Services,1
https://www.inc.com/profile/trencadis,900,BAIA MAREQ,710.4319,TRENCADIS,Romania,4324432,IT Services,1
https://www.inc.com/profile/featurespace,901,Cambridge,708.4121,Featurespace,United Kingdom,3002960,Software,1
https://www.inc.com/profile/grupo-gestoria-pastor-sl,902,Valencia,706.3193,Grupo Gestoria Pastor SL.,Spain,3316077,Business Products & Services,1
https://www.inc.com/profile/patrizia-france,903,Paris,704.9394,Patrizia France,France,5297137,Real Estate,1
https://www.inc.com/profile/calzados-kaybel-sl,904,Elche/Elx,703.7026,Calzados Kaybel SL,Spain,2597398,Retail,1
https://www.inc.com/profile/renevo-oy,905,Helsinki,703.4419,Renevo Oy,Finland,9528821,Construction,1
