year,city,growth,workers,company,state_s,revenue,industry,yrsonlist
2018,Chicago,2614.0587,38,Strike Social,IL,47713288,Advertising & Marketing,2
2015,New York,57.9859,56,BCMOne,NY,47702762,Telecommunications,5
2009,Glennville,71.6566,45,Bland Farms,GA,47701646,Food & Beverage,1
2013,Pasadena,60.7803,28,Western International Securities,CA,47687708,Financial Services,3
2016,Lehi,72.7343,59,Xyngular,UT,47683043,Health,2
2015,Troy,68.2489,129,Fisher Unitech,MI,47651736,Manufacturing,8
2014,Houston,94.6559,50,Primary Services,TX,47647574,Human Resources,2
2009,Dulles,301.8002,800,American Security Programs,VA,47644012,Security,4
2017,Omaha,1409.2661,450,Atlas MedStaff,NE,47636241,Health,2
2011,Concord,210.1036,57,Entisys Solutions,CA,47632744,IT Services,6
2009,Bloomfield Hills,426.6326,96,Ward Williston Oil,MI,47630850,Energy,3
2007,Houston,470.8676,45,Cenergy International Services,TX,47628824,Energy,9
2014,Raleigh,75.3206,546,Workplace options,NC,47627787,Human Resources,6
2009,Alexandria,106.7944,265,Modern Technology Solutions,VA,47622575,Engineering,7
2017,Mandeville,153.2901,137,Ampirical Solutions,LA,47619549,Engineering,4
2012,Plymouth Meeting,1199.5903,512,New Penn Financial,PA,47614390,Financial Services,6
2017,Lombard,70.9218,5000,Program Productions,IL,47608457,Media,11
2018,Atlanta,468.0468,81,ROI Healthcare Solutions,GA,47608000,Health,2
2014,Westborough,144.3036,75,The Training Associates,MA,47591765,Education,5
2010,POSEN,94.9312,79,Corporate Safe Specialists,IL,47585818,Security,4
2010,Louisville,222.0455,977,Sun Tan City,KY,47579800,Retail,6
2014,Tinton Falls,142.8328,56,RiverRoad Waste Solutions,NJ,47571199,Environmental Services,3
2010,Houston,69.1107,94,Barhorst Insurance Group,TX,47566598,Insurance,4
2014,Norcross,619.6253,288,Private Label Nutraceuticals,GA,47556495,Consumer Products & Services,2
2016,San Antonio,60.4458,763,Carenet Healthcare Services,TX,47549151,Health,8
2015,Atlanta,219.2292,63,KeepCalling,GA,47546000,Telecommunications,5
2013,Grandville,174.1773,184,KlearGear.com,MI,47545046,Retail,3
2018,Richardson,230.634,525,Verveba Telecom,TX,47535259,Telecommunications,1
2012,Knoxville,32.6765,344,Rush Fitness,TN,47534000,Health,1
2015,Twinsburg,1427.0178,142,CoverMyMeds,OH,47529850,Health,3
2015,Folsom,208.6192,55,Taborda Solutions,CA,47527012,IT Services,3
2018,Overland Park,439.1973,29,Tickets for Less,KS,47525587,Consumer Products & Services,1
2010,Boulder,1012.1473,54,Eco-Products,CO,47513980,Manufacturing,4
2013,Minnetonka,76.6791,61,Milestone Systems,MN,47509000,IT Services,7
2018,Fort Mill,277.3793,287,PCI Group,SC,47502255,Business Products & Services,3
2015,Bingham Farms,61.9842,437,Arrow Strategies,MI,47500000,Human Resources,9
2009,Virginia Beach,73.1662,97,Knowledge Information Solutions,VA,47500000,IT Services,4
2010,Vienna,20.5486,176,Preferred Systems Solutions,VA,47497968,Government Services,4
2014,Atlanta,370.5924,230,TrustPoint International,GA,47497526,Business Products & Services,1
2015,Lancaster,157.935,98,Primitives by Kathy,PA,47491000,Consumer Products & Services,4
2018,Appleton,76.0736,148,"Surface Mount Technology,",WI,47480000,Manufacturing,1
2018,Cedar Rapids,106.0929,198,Involta,IA,47468423,IT Services,6
2009,Madison,141.4584,115,Cornerstone Detention Products,AL,47464577,Construction,5
2010,Tampa,553.4939,390,Ideal Image Development,FL,47460117,Consumer Products & Services,4
2010,Falls Church,178.3585,50,The Analysis Group,VA,47449708,Government Services,4
2008,Allentown,287.5941,200,United Bank Card,PA,47444017,Financial Services,4
2009,Wayne,67.711,66,Tunnell Consulting,PA,47443606,Business Products & Services,3
2009,San Juan Capistrano,13416.3604,165,National Retirement Partners,CA,47442425,Financial Services,2
2015,Orrville,58.5363,50,Jarrett Logistics Systems,OH,47433891,Logistics & Transportation,10
2011,Lanham,104.3803,289,Thompson Creek Window Company,MD,47427352,Construction,6
2018,Clearwater,972.8786,1012,Stratus Video,FL,47426460,Telecommunications,6
2011,Cincinnati,30.6976,15,Unity Financial Life Insurance,OH,47421000,Insurance,6
2010,Denver,82.2655,2620,Alpine Access,CO,47419283,Business Products & Services,6
2017,New York City,51.101,185,Net@Work,NY,47417000,IT Services,10
2017,Virginia Beach,195.6495,70,Divurgent,VA,47416113,Health,5
2009,Bloomington,36.3236,280,Loffler Companies,MN,47413459,Business Products & Services,10
2014,Omaha,142.1698,212,Jet Linx Aviation,NE,47412000,Travel & Hospitality,1
2009,Baton Rouge,38.3908,141,Starmount Life Insurance Company,LA,47409718,Insurance,7
2014,Chicago,359.2429,95,Red Frog Events,IL,47401802,Consumer Products & Services,3
2014,Matawan,84.7069,270,iCIMS,NJ,47401022,Software,10
2013,West Valley City,306.8278,97,inthinc,UT,47399225,Logistics & Transportation,6
2013,Charlotte,74.7495,380,Hissho Sushi,NC,47399167,Food & Beverage,7
2017,Commerce,386.9078,99,Deco Lighting,CA,47398445,Manufacturing,3
2015,San Mateo,901.7949,327,Coupa Software,CA,47396000,Software,2
2007,Beaverton,141.741,200,Micro Power Electronics,OR,47383718,Manufacturing,3
2016,Austin,329.0052,74,Modernize,TX,47380751,Business Products & Services,2
2016,Addison,86.9687,222,GenCorp Technologies,TX,47379901,IT Services,6
2012,Savannah,162.0449,250,ISR Group,TN,47362652,Government Services,3
2013,Atlanta,136.2877,296,OneDigital Health and Benefits,GA,47353000,Insurance,11
2015,Alpharetta,127.4374,81,Adcap Network Systems,GA,47349797,IT Services,2
2010,Houston,193.3748,172,Anadarko Industries,TX,47349554,Government Services,4
2014,Provo,46.6332,111,VitalSmarts,UT,47349035,Business Products & Services,8
2016,Fort Washington,65.1125,200,SofterWare,PA,47346000,Software,9
2016,North Hollywood,158.8266,125,SADA Systems,CA,47345944,IT Services,10
2017,Austin,118.2761,211,Phunware,TX,47328509,Software,5
2014,Mountain View,165.4625,310,Retail Solutions,CA,47324000,Software,7
2018,Boston,535.2983,222,WordStream,MA,47320016,Advertising & Marketing,6
2015,Northville,142.9632,618,Reliable Software Resources,MI,47315268,IT Services,5
2010,Plano,300.8475,145,WorldVentures,TX,47300000,Travel & Hospitality,5
2018,Huntington,57.9154,54,Appliance World of Huntington,NY,47289000,Retail,1
2011,Seattle,1023.4412,260,CleanScapes,WA,47288932,Environmental Services,3
2016,Scottsdale,1928.9927,52,ServRx,AZ,47287947,Health,2
2014,Indianapolis,74.4499,2000,MS Companies,IN,47282405,Business Products & Services,4
2009,Omaha,8311.4077,662,ProKarma,NE,47280775,IT Services,4
2011,Herndon,245.0377,160,Primescape Solutions,VA,47271527,IT Services,4
2016,Vienna,454.6455,228,Strategic Operational Solutions,VA,47265960,Government Services,2
2010,Doral,37.4735,109,United Data Technologies,FL,47251000,IT Services,7
2009,Old Saybrook,94.3671,140,From You Flowers,CT,47243881,Retail,3
2011,New York,22.9221,327,Sharp Decisions,NY,47228163,IT Services,2
2012,Addison,161.3558,78,Parts Town,IL,47227000,Food & Beverage,9
2010,Woodbury,82.3771,35,Puente Construction Enterprises,NJ,47210781,Government Services,2
2011,St. Charles,668.0167,20,Burry Foods,IL,47208284,Food & Beverage,6
2010,San Rafael,976.3896,98,Central Payment,CA,47204893,Financial Services,6
2015,Oxnard,68.919,18,HF HEALTHCARE,CA,47192392,Health,1
2011,New Albany,153.0946,344,HMS Global Maritime,IN,47183868,Logistics & Transportation,6
2013,Marion,67.0581,150,LimoLink,IA,47173781,Logistics & Transportation,1
2013,Clayton,489.4535,98,Clearent,MO,47163700,Financial Services,6
2013,Portsmouth,121.994,38,Adaptive Communications,NH,47159441,IT Services,5
2017,Franklin,104.6924,52,ICV Solutions,TN,47158819,IT Services,2
2013,Los Angeles,87.3431,59,MelroseMAC,CA,47151731,Computer Hardware,1
2015,Toledo,79.4558,14,ESD,OH,47149910,Health,6
2009,Houston,150.8946,205,The Pater Group,TX,47144351,Business Products & Services,3
2009,Carlsbad,40.2393,352,3E,CA,47133337,Environmental Services,4
2015,HERNDON,57.8366,183,CompuGain,VA,47130000,Business Products & Services,5
2011,McLean,93.8736,262,SCI Consulting Services,VA,47122253,Government Services,4
2013,Chicago,117.9319,102,OptionsHouse,IL,47121465,Financial Services,1
2009,Temple,670.8467,275,McLane Advanced Technologies,TX,47114195,Government Services,2
2011,San Antoniio,8160.6113,125,Armando Montelongo Companies,TX,47113405,Education,3
2018,Tinley Park,77.5477,206,Proven IT,IL,47105116,Business Products & Services,4
2017,Bellevue,2538.1451,543,Blueprint Consulting Services,WA,47103501,Business Products & Services,3
2010,Jackson,85.6756,598,Great Lakes Caring,MI,47098564,Health,9
2008,Burlington,133.5997,150,3D Systems,MA,47085894,Manufacturing,2
2016,Boca Raton,4308.4283,93,Orangetheory Fitness,FL,47072712,Health,4
2011,Chantilly,893.477,150,Nova Datacom,VA,47072578,IT Services,2
2010,Canonsburg,414.1448,188,SingleSource Property Solutions,PA,47070452,Real Estate,3
2018,Chicago,310.1543,183,Origami Risk,IL,47057000,Software,1
2009,Minneapolis,124.253,325,Salo,MN,47055000,Human Resources,4
2018,Overland Park,168.0806,64,United States Appraisals,KS,47043771,Real Estate,3
2013,Tampa,99.8385,257,ConnectWise,FL,47043501,Software,7
2016,Beaverton,108.7675,128,Opus Agency,OR,47042526,Business Products & Services,3
2014,Warren,312.2148,185,Knowledgent Group,NJ,47036251,IT Services,1
2018,New York City,217.014,94,Poppin,NY,47028004,Business Products & Services,2
2013,Warren,111.0302,170,Industrial Control Repair,MI,47022032,Business Products & Services,4
2010,Miami,17.4856,0,Doctor Diabetic Supply,FL,47018700,Health,3
2018,Kansas City,234.8228,19,Lever1,MO,47015754,Business Products & Services,2
2008,Sunnyvale,747.6455,145,Kaleidescape,CA,47012019,Consumer Products & Services,2
2015,Plano,150.1245,325,Improving,TX,47010899,IT Services,9
2010,Beaverton,53.8729,75,Vernier Software & Technology,OR,47008510,Education,1
2016,San Diego,86.9643,73,Duchateau,CA,47004698,Construction,5
2014,WESTLAKE,2509.1757,24,Echo Health,OH,46984261,Health,6
2010,Winston Salem,613.0217,76,Primo Water,NC,46981000,Food & Beverage,3
2017,Pittsburgh,176.9819,245,Net Health,PA,46970283,Health,8
2011,Mount Laurel,68.1923,3848,Contemporary Staffing Solutions,NJ,46967439,Human Resources,5
2016,Lindon,384.1403,514,Response,UT,46953672,Education,1
2008,Redwood City,56.1498,300,All Covered,CA,46948000,IT Services,3
2008,Rome,348.2267,57,Big Time Products,GA,46939600,Manufacturing,2
2017,Lebanon,88.3901,42,DRT Transportation,PA,46931909,Logistics & Transportation,5
2012,Sugarland,20.3901,20,Weed Man,TX,46930618,Consumer Products & Services,3
2017,Tampa,167.5036,110,College Hunks Hauling Junk and Moving,FL,46929191,Consumer Products & Services,8
2013,Charlotte,90.3978,86,The Remi Group,NC,46923371,Business Products & Services,5
2011,South Jordan,32.9766,1000,MediConnect Global,UT,46923199,Health,6
2016,Alpharetta,300.1373,30,Edge Solutions,GA,46913547,IT Services,3
2017,Johnson City,189.3074,183,Crown Laboratories,TN,46900000,Manufacturing,5
2018,South Jordan,109.0821,75,Onset Financial,UT,46893700,Financial Services,2
2015,New York,104.3452,50,BountyJobs,NY,46890686,Human Resources,5
2010,Salem,20.8849,0,CoreMedical Group,NH,46876217,Health,2
2007,Herndon,486.1172,287,Abraxas,VA,46863260,IT Services,4
2015,Lehi,1076.0839,39,BodyGuardz,UT,46862828,Consumer Products & Services,3
2012,Atlanta,55.463,93,Quality Wine & Spirits,GA,46853947,Food & Beverage,5
2011,Hollywood,93.2915,336,Renal Carepartners,FL,46850000,Health,1
2014,West Hartford,422.2272,595,SCIO Health Analytics,CT,46849000,Health,6
2008,Silver Spring,461.5631,470,ITSolutions,MD,46843542,Government Services,4
2008,Golden Valley,419.2794,207,Ajasa Technologies,MN,46839000,IT Services,3
2018,Madison,216.3951,195,Bluetree Network,WI,46838481,Health,2
2011,Reston,214.6339,148,InScope International,VA,46834694,IT Services,2
2011,Huntington Beach,18.0464,242,Acclaim Technical Services,CA,46831328,Government Services,5
2015,Wayne,176.0648,165,Evolve IP,PA,46829215,IT Services,5
2017,Seattle,426.6449,84,Pillar Properties,WA,46824000,Real Estate,3
2011,Santa Clara,21.1807,59,MemoryTen,CA,46823000,Computer Hardware,2
2010,Birmingham,141.9659,115,TekLinks,AL,46816705,IT Services,9
2015,Northbrook,307.4586,45,Prime Property Investors,IL,46811569,Real Estate,4
2015,Portage,206.171,300,Whitacre,OH,46808448,Logistics & Transportation,5
2007,Sarasota,134.033,165,Progressive Employer Services,FL,46804098,Human Resources,3
2007,Oak Ridge,131.5413,316,Navarro Research and Engineering,TN,46801019,Government Services,5
2012,New York,1901.2781,80,International Inspirations,NY,46799209,Consumer Products & Services,3
2017,Alpharetta,66.9928,225,The Rainmaker Group,GA,46796692,Software,7
2008,Duluth,169.2511,100,Hire Dynamics,GA,46785881,Human Resources,8
2009,Niantic,28.1597,0,Telaid Industries,CT,46767450,IT Services,1
2009,Middletown,71.9046,310,SEA Corp,RI,46759899,Government Services,4
2011,Memphis,11.2659,74,International Sourcing Company,TN,46756007,Business Products & Services,8
2017,Lehi,104.8484,127,Career Step,UT,46752410,Education,9
2009,Thornwood,105.3566,75,C.W. Brown,NY,46748938,Construction,2
2013,Allen,82.9548,81,Forte Payment Systems,TX,46739431,Financial Services,8
2012,Omaha,7.7976,541,Medical Solutions,NE,46738673,Health,10
2018,Layton,97.7563,153,UST,UT,46736118,Health,4
2013,Centennial,131.1334,158,BluSky Restoration Contractors,CO,46716907,Construction,5
2017,San Diego,67.3478,293,Sullivan Solar Power,CA,46708531,Energy,8
2008,New York,59.6085,175,Everyday Health,NY,46692679,Media,6
2007,Costa Mesa,132.6953,97,Rauxa Direct,CA,46690112,Advertising & Marketing,4
2012,Green Lane,83.9698,45,SLM Facility Solutions Nationwide,PA,46685620,Environmental Services,2
2017,Delavan,60.4916,54,"Millennium (Lake Geneva, WI)",WI,46675743,Government Services,3
2018,Livonia,554.5201,160,Midway Dental Supply,MI,46669320,Health,3
2011,Greenbelt,250.024,157,Array Information Technology,MD,46668958,IT Services,6
2014,Houston,910.9181,213,Cimation,TX,46660976,Energy,4
2017,Edison,83.9883,155,SBS Group,NJ,46659368,IT Services,6
2018,Elk grove village,586.0315,292,VS carriers,IL,46656456,Logistics & Transportation,2
2014,Denver,710.4798,148,Cardinal Group Management,CO,46638997,Real Estate,1
2016,Hackensack,101.2624,64,Connexions Data,NJ,46625565,IT Services,2
2007,Newton,743.5544,76,Commodore Builders,MA,46620197,Construction,4
2014,McLean,101.5823,144,iCore Networks,VA,46610923,Telecommunications,6
2011,Santa Monica,331.7155,320,Cornerstone OnDemand,CA,46608000,Software,5
2018,Seattle,82.9573,242,Bridge Partners,WA,46599564,Business Products & Services,7
2017,Wyomissing,94.2657,70,TRIOSE,PA,46581429,Health,5
2009,Chattanooga,480.4632,85,Access America Transport,TN,46580887,Logistics & Transportation,5
2008,McLean,238.4147,200,CustomInk,VA,46563425,Consumer Products & Services,4
2018,New York City,2457.2331,43,Bombas,NY,46557446,Consumer Products & Services,1
2015,Suwanee,52.0849,15,Supreme Resources,GA,46557225,Manufacturing,5
2017,Malvern,54.6045,150,Stream Companies,PA,46544213,Advertising & Marketing,11
2009,Clearwater,366.2348,80,Vology,FL,46538852,IT Services,10
2012,Willoughby,44.7676,44,Alpha Imaging,OH,46537000,Health,10
2012,Plainsboro,30.9072,325,Compunnel Software Group,NJ,46533737,IT Services,6
2009,Fall River,148.8505,111,Strictly By The Book,MA,46528530,Consumer Products & Services,3
2017,Houston,372.9667,183,symplr,TX,46521000,Health,3
2013,Alexandria,46.5001,221,JBM,VA,46512375,Government Services,4
2013,Orlando,85.1205,200,XYMOGEN,FL,46511833,Health,10
2014,Irvine,526.7349,174,JetSuite,CA,46510000,Logistics & Transportation,1
2014,Kalamazoo,180.5198,305,AmeriFirst Home Mortgage,MI,46505244,Financial Services,6
2011,Alpharetta,53.4856,220,Staffing Technologies,GA,46500000,IT Services,4
2017,Chicago,12423.3875,100,Strike Social,IL,46497334,Advertising & Marketing,1
2012,Arlington Heights,133.8186,414,Paylocity,IL,46476142,Human Resources,8
2008,Fairfax,44.1763,700,SoBran,VA,46472818,Government Services,4
2011,Las Vegas,54.6674,55,ScripNet,NV,46469037,Insurance,6
2012,Dallas,214.0355,236,Homecare Homebase,TX,46445614,Health,6
2009,Alexandria,186.495,396,"Capstone (Alexandria, VA)",VA,46442140,Government Services,5
2015,Albuquerque,105.8146,160,Affordable Solar,NM,46440000,Energy,2
2007,Hollywood,64.7821,74,Swiss Watch International,FL,46436000,Retail,6
2017,Northbrook,56.4486,51,BCDVideo,IL,46435428,Computer Hardware,2
2016,Layton,273.493,136,UST,UT,46433988,Health,3
2013,Seattle,71.8198,78,Acucela,WA,46424000,Health,1
2012,Huntington Beach,21.3822,223,Acclaim Technical Services,CA,46423632,Government Services,5
2015,Columbia,220.9483,160,Avantech,SC,46422478,Environmental Services,2
2013,San Diego,59.7134,46,Kineticom,CA,46412000,Telecommunications,1
2008,Los Angeles,393.7142,226,Gorilla Nation,CA,46410633,Advertising & Marketing,3
2014,Scottsdale,11488.6004,27,BlueSquare Resolutions,AZ,46400872,Financial Services,2
2017,Washington,211.8174,196,BayFirst Solutions,DC,46398185,Government Services,4
2010,Irvine,219.7883,54,Realty ONE Group,CA,46388223,Real Estate,7
2010,San Francisco,294.3212,286,EPIC Insurance Brokers and Consultants,CA,46387403,Insurance,4
2014,Palm Beach Gardens,392.785,15,Ads Direct Media,FL,46382270,Advertising & Marketing,2
2014,Durham,525.8844,85,Appia,NC,46353000,Advertising & Marketing,3
2010,Willoughby,110.7432,45,Alpha Imaging,OH,46340756,Health,10
2018,Atlanta,88.2921,350,Equity Prime Mortgage,GA,46337844,Financial Services,2
2009,Huntsville,5.2981,840,Eagle Support Services,AL,46337302,Government Services,2
2011,Williamsville,11.2018,740,The Hamister Group,NY,46330000,Health,6
2017,Franklin,7032.0057,60,Axe Wellness,TN,46322805,Health,2
2011,Fairfax,95.6712,302,MBP,VA,46319841,Construction,3
2012,Sunnyvale,461.9605,70,TorreyPoint,CA,46318000,IT Services,2
2018,New York City,2862.101,226,Bustle Digital Group,NY,46311650,Media,1
2008,Scottsdale,62.8655,300,CCS Presentation Systems,AZ,46309303,Business Products & Services,5
2014,Wilsonville,111.2154,28,FoodGuys,OR,46305343,Food & Beverage,6
2011,Pawleys Island,98.6369,60,Mercom,SC,46299380,Government Services,9
2009,New York,376.9627,305,CashEdge,NY,46294000,Software,3
2018,San Diego,73.2038,175,Cask,CA,46290223,Government Services,5
2008,Burlington,83.0223,260,Collaborative Consulting,MA,46290000,IT Services,4
2015,New York,391.747,145,Magnetic,NY,46277701,Advertising & Marketing,4
2011,Vancouver,31.0896,359,nLIGHT,WA,46272000,Manufacturing,4
2009,Denver,429.2364,271,Integrated Asset Services,CO,46265376,Financial Services,1
2008,Philadelphia,268.6057,400,StarCite,PA,46265307,Software,3
2015,Overland Park,156.1093,331,ProPharma Group,KS,46254160,Health,4
2016,Denver,152.9666,227,Weifield Group Contracting,CO,46253723,Construction,4
2009,Beaverton,97.6491,18,Earl & Brown,OR,46253126,Consumer Products & Services,5
2014,Davenport,424.6077,62,Bush Construction,IA,46251968,Construction,1
2014,Tinley Park,471.2536,38,MACK Companies,IL,46250100,Real Estate,2
2015,West Hartford,85.9523,680,SCIO Health Analytics,CT,46229000,Health,6
2017,Chicago,51.0899,101,ServerCentral,IL,46228985,IT Services,8
2012,Oklahoma City,114.2725,500,Delaware Resource Group/Busey Group,OK,46217122,Government Services,9
2008,Boston,215.4804,360,Commonwealth Worldwide Chauffeured Transportation,MA,46214968,Logistics & Transportation,3
2015,Overland Park,1774.7161,17,TITLE Boxing Club,KS,46213645,Health,4
2017,Columbia,58.0903,55,Missouri Network Alliance,MO,46211792,Telecommunications,4
2011,Clackamas,23.084,76,Structured Communication Systems,OR,46208632,IT Services,7
2008,Walnut Creek,263.7795,18,Pointandship Software,CA,46200000,Software,2
2009,Wilmington,4564.8246,148,Ahura Scientific,MA,46191000,Security,2
2011,Mobile,67.4957,116,Aaron Oil Company,AL,46190148,Environmental Services,6
2011,Scottsdale,369.8301,420,Matrix Medical Network,AZ,46189000,Health,4
2011,Herndon,477.1211,18,Rubicon Professional Services,VA,46187000,Engineering,1
2015,San Francisco,100.4348,2287,Home Care Assistance,CA,46182946,Health,6
2015,New York,56.4564,111,LeadDog Marketing Group,NY,46177565,Advertising & Marketing,6
2016,Lehi,263.4277,84,TravelPass Group,UT,46161072,Advertising & Marketing,2
2014,Tampa,76.4921,346,ConnectWise,FL,46159589,Software,7
2017,Scottsdale,85.3414,150,PCA SKIN,AZ,46150000,Health,4
2009,Ridgeland,71.3066,180,Business Communications,MS,46138516,IT Services,3
2016,Belding,223.4412,30,Flat River Group,MI,46130549,Logistics & Transportation,2
2015,Harrisburg,77.9294,105,CJ Pony Parts,PA,46120279,Retail,10
2009,Burlington,48.0822,150,3D Systems,MA,46118065,Manufacturing,2
2013,Peoria,141.3735,537,SCSI,IL,46112000,Business Products & Services,1
2007,Chantilly,246.7506,201,Integrity Applications,VA,46100000,Government Services,7
2008,Beaverton,127.822,16,Earl & Brown,OR,46096510,Consumer Products & Services,5
2010,Eden Prairie,335.6076,240,Amcom Software,MN,46096000,Telecommunications,1
2013,Salt Lake City,253.349,259,HealthEquity,UT,46087877,Health,2
2014,Austin,130.2119,200,Sage Environmental Consulting,TX,46087769,Environmental Services,9
2012,Indpendence,227.8159,344,The Wireless Center,OH,46086352,Telecommunications,1
2018,Denver,77.0743,32,Sanity Solutions,CO,46085492,Computer Hardware,7
2011,Bloomington,7.6516,282,Loffler Companies,MN,46084984,Business Products & Services,10
2018,Kenosha,114.1445,42,Vantage Point,WI,46080862,Computer Hardware,5
2011,Torrington,38.1725,202,Dymax,CT,46059056,Manufacturing,7
2012,Simi Valley,81.2212,28,Topaz Systems,CA,46057451,Computer Hardware,7
2010,Orange,242.9029,300,M86 Security,CA,46045000,Software,2
2017,Fargo,107.8131,28,Thomsen Homes,ND,46041000,Construction,1
2011,Dallas,220.6495,175,ISNetworld,TX,46038130,Business Products & Services,10
2008,Bala Cynwyd,1128.4448,70,Keystone Property Group,PA,46037996,Real Estate,2
2014,Minneapolis,55.8803,160,North Star Resource Group,MN,46033000,Financial Services,4
2011,Franklin,460.7994,600,Centerre Healthcare,TN,46032150,Health,6
2017,Arlington,110.7296,212,DRT Strategies,VA,46031439,Government Services,8
2015,OAKLAND,267.2488,50,CivicSolar,CA,46026588,Energy,4
2017,Addison,108.4953,1400,Point 2 Point Global Security,TX,46023026,Security,4
2012,Jersey City,409.0819,192,AvePoint,NJ,46021000,Software,6
2016,Mesa,51.2574,208,FlexPrint Managed Print Solutions,AZ,46016845,IT Services,8
2015,Orlando,98.2036,68,T&G Constructors,FL,46012019,Construction,3
2015,San Diego,220.3889,78,Duchateau,CA,46011897,Construction,5
2007,Alpharetta,253.8462,0,Pyramid Consulting,GA,46000000,IT Services,8
2016,Westchester,84.4595,300,York Solutions,IL,45996000,IT Services,4
2012,Atlanta,299.6936,449,Principle Solutions Group,GA,45992196,IT Services,7
2014,Newport Beach,102.3134,45,ymarketing,CA,45991700,Advertising & Marketing,7
2016,Kennesaw,169.2568,26,"Griffco Design Build,",GA,45981686,Construction,1
2012,Reston,100.8518,132,Contact Solutions,VA,45979000,IT Services,2
2012,Chicago,3068.9423,44,Peerless Network,IL,45953941,Telecommunications,2
2011,New York,36.0511,1367,Plus One Health Management,NY,45951212,Health,6
2012,Palmetto,542.9147,45,It Works!,FL,45945530,Consumer Products & Services,5
2013,New York,110.8881,322,Linium,NY,45939134,Business Products & Services,6
2016,atlanta,44.5869,600,Anisa International,GA,45932962,Manufacturing,5
2018,Forney,75.0576,50,RSI Construction,TX,45932133,Construction,1
2014,Cambridge,4669.4024,40,EverQuote,MA,45929345,Advertising & Marketing,4
2010,Redwood City,35.7737,298,All Covered,CA,45925440,IT Services,3
2017,Iselin,95.7227,450,Intone Networks,NJ,45924012,Software,6
2013,Chino,117.2963,136,Lollicup USA,CA,45919795,Business Products & Services,5
2015,Salt Lake City,142.3888,310,InMoment,UT,45916039,Software,9
2010,Alexandria,84.0163,1300,Avineon,VA,45910672,Government Services,4
2017,Santa Barbara,6534.9589,59,TrackR,CA,45910200,Consumer Products & Services,2
2010,New York,5958.0669,300,Yodle,NY,45909000,Advertising & Marketing,4
2010,Skillman,104.1576,14,Snack Factory,NJ,45892627,Food & Beverage,5
2014,St. Paul,70.5117,57,Apex Revenue Technologies,MN,45883000,Business Products & Services,10
2017,Madison,792.7995,175,Bluetree Network,WI,45868317,Health,1
2016,Escondido,644.8197,225,Baker Electric Solar,CA,45866000,Energy,4
2015,san diego,70.1715,130,BuyAutoParts.com,CA,45865143,Consumer Products & Services,6
2016,Southfield,98.2206,31,Zoup! Fresh Soup Company,MI,45863372,Food & Beverage,8
2017,Des Plaines,53.2346,347,Americaneagle.com,IL,45850127,Business Products & Services,5
2011,Woodbury,29.2513,50,IMM Interactive,NY,45849536,Advertising & Marketing,4
2016,Minneapolis,225.2429,311,ThreeBridge Solutions,MN,45842567,IT Services,2
2011,Austin,66.5059,65,Living Direct,TX,45839358,Retail,4
2013,Oakbrook Terrace,188.7477,17,Nordic Energy Services,IL,45836904,Energy,2
2009,Vienna,60.8207,197,Preferred Systems Solutions,VA,45834963,Government Services,4
2009,Haymarket,373.7483,50,Dominion Construction,VA,45812101,Construction,1
2010,San Diego,31.1927,10,Zahava Group,CA,45799565,Food & Beverage,2
2014,Austin,135.3314,96,Structura,TX,45776073,Construction,2
2010,miami,136.4958,235,US MED,FL,45774463,Health,3
2012,Boston,1225.3429,300,Target Logistics,MA,45765136,Business Products & Services,2
2016,Westlake Village,80.0139,58,Blue Microphones,CA,45763939,Consumer Products & Services,8
2016,Austin,157.8481,205,Kinnser Software,TX,45762614,Health,7
2012,Reston,142.4906,245,Evolver,VA,45754312,Government Services,5
2018,Scottsdale,76.1919,126,PCA SKIN,AZ,45752176,Health,5
2016,Alexandria,1794.6637,245,Pro-Sphere Tek,VA,45749934,Government Services,4
2009,Rochester,831.7606,162,5Linx,NY,45749280,Telecommunications,8
2018,Washington,1859.8497,151,GovernmentCIO,DC,45746517,Government Services,1
2010,Chicago,92.4024,73,Call One,IL,45743447,Telecommunications,4
2017,Nappanee,74.8918,230,Aluminum Trailer Company,IN,45739072,Manufacturing,1
2015,Indianapolis,136.5088,177,PTS Diagnostics,IN,45732613,Health,6
2008,Sarasota,120.5099,135,Progressive Employer Services,FL,45729449,Human Resources,3
2011,Milwaukee,10.3665,300,Market Probe,WI,45716000,Advertising & Marketing,5
2014,Columbus,225.0804,1224,The Whitestone Group,OH,45714100,Government Services,7
2009,Boston,158.122,112,Beacon Hill Staffing Group,MA,45709904,Human Resources,7
2014,Oak Brook,311.2548,225,Access Media 3,IL,45693700,Telecommunications,4
2013,Austin,17937.7485,63,MileStone Community Builders,TX,45683484,Real Estate,5
2018,Raleigh,100.7606,76,Consolidated Asset Recovery Systems,NC,45681536,Software,7
2011,New York,15.8664,420,Ovation Travel Group,NY,45676641,Travel & Hospitality,5
2016,Brevard,74.1752,241,Gaia Herbs,NC,45669873,Consumer Products & Services,1
2013,Irvine,268.7995,231,CyberCoders,CA,45650000,Human Resources,2
2009,Iselin,190.8747,50,NetPixel,NJ,45641422,IT Services,3
2015,Boston,68.212,44,Smart Destinations,MA,45640200,Travel & Hospitality,8
2011,Chelsea,161.5557,26,Seajet Express,MA,45635578,Logistics & Transportation,1
2017,Austin,204.4972,114,Modernize,TX,45635000,Business Products & Services,2
