year,city,growth,workers,company,state_s,revenue,industry,yrsonlist
2016,Beavercreek,46.2967,77,Azimuth,OH,11758386,Government Services,3
2012,Austin,331.7497,53,Bigcommerce,TX,11758332,Software,5
2013,Austin,331.7497,172,Bigcommerce,TX,11758332,Software,5
2018,Morgantown,449.6808,106,NextGen Federal Systems,WV,11758084,IT Services,3
2010,Rolling Hills Estate,36.688,26,SQA Services,CA,11757873,Engineering,6
2013,Washington,225.0694,43,North Star Group,DC,11757623,Government Services,3
2018,Allentown,863.7726,47,Ideal Concepts,PA,11757467,Insurance,2
2018,Emeryville,152.7783,60,RedAwning.com,CA,11757000,Travel & Hospitality,1
2010,Columbus,3450.3142,37,InsuranceAgents.com,OH,11756475,Insurance,2
2017,Atlanta,905.3521,78,CallRail,GA,11756075,Software,2
2014,Fullerton,99.7314,48,Mobovida,CA,11755500,Telecommunications,10
2012,Lake Success,223.9253,134,PM Pediatrics,NY,11755328,Health,7
2009,Austin,75.2841,165,The Lead Dogs,TX,11754919,Advertising & Marketing,1
2016,San Luis Obispo,103.2644,238,Meathead Movers,CA,11754735,Logistics & Transportation,6
2018,Matawan,195.0962,70,NJ Spine and Wellness,NJ,11754464,Health,1
2012,West Des Moines,44.8268,550,Ultimate Nursing Services,IA,11754075,Health,4
2017,Alexandria,120.0459,156,One Federal Solution,VA,11754000,Government Services,3
2018,Winchester,71.6762,39,PRK Drilling & Blasting,VA,11753345,Construction,6
2009,Hayward,78.9161,58,Arborwell Professional Tree Management,CA,11753300,Environmental Services,9
2007,Chicago,107.2931,98,Intelligentsia Coffee,IL,11752289,Food & Beverage,2
2012,Boston,154.6814,92,Zmags,MA,11751000,Software,1
2014,Wilmington,575.0775,130,Hermitage Inn Real Estate Holding Company,VT,11750804,Travel & Hospitality,3
2013,Nashville,1427.9257,7,Reboot Marketing,TN,11750390,Advertising & Marketing,1
2015,New York,92.4156,70,Team Epiphany,NY,11748281,Advertising & Marketing,9
2010,Brooklyn Center,39.2438,85,Sign-Zone,MN,11748000,Manufacturing,8
2015,Boston,218.5852,110,AppNeta,MA,11747914,Business Products & Services,4
2014,Southfield,223.5759,92,Nexcess.Net,MI,11747735,Telecommunications,8
2009,Golden Valley,115.6019,15,StarchTech,MN,11747118,Manufacturing,2
2010,Dallas,42.947,55,Technical Resource Group,TX,11746402,IT Services,3
2007,Washington,281.5979,22,Glass Construction,DC,11745821,Construction,2
2018,Tampa,223.0955,104,"College Hunks Hauling Junk and Moving (Tampa, FL)",FL,11745699,Consumer Products & Services,1
2016,Schenectady,41.1161,72,Huff 'N Puff,NY,11745623,Construction,4
2017,Cypress,94.3318,425,B2B Staffing Services,CA,11744983,Human Resources,2
2012,Scottsdale,23.2853,10,Greenway Transportation Services,AZ,11744976,Logistics & Transportation,5
2007,Rochester Hills,294.06,21,Sygnetics,MI,11744315,Government Services,4
2015,Minneapolis,119.2992,85,ESP IT,MN,11742764,IT Services,4
2017,west palm beach,80.5236,280,professional concessions,FL,11742074,Food & Beverage,3
2014,Willow Grove,298.2223,110,Azzur Group,PA,11741667,Health,5
2010,Chicago,37.9793,75,Vosges Haut-Chocolat,IL,11741572,Food & Beverage,5
2015,Simi Valley,239.3064,108,Bruce Clay,CA,11740000,Advertising & Marketing,9
2015,Chattanooga,283.2489,26,Market Street Solutions,TN,11739347,Business Products & Services,7
2012,Allentown,123.958,64,Trifecta Technologies,PA,11738819,Software,2
2014,Kansas City,44.5779,67,Brownmed,MO,11738676,Manufacturing,6
2010,Louisville,63.5999,0,Tellennium,KY,11738238,Telecommunications,11
2017,Massapequa,89.6932,56,IntraLogic Solutions,NY,11738224,Security,6
2007,San Diego,418.6621,55,Borrego Solar Systems,CA,11738014,Energy,5
2016,Buffalo,47.5524,136,P&A Group,NY,11737526,Business Products & Services,1
2016,Denver,390.8966,45,BridgeHealth Medical,CO,11737034,Health,3
2013,Mesa,92.4799,22,Blinds Chalet,AZ,11737000,Retail,2
2017,Fredericksburg,396.4171,65,ATSI,VA,11735400,Government Services,3
2013,Orlando,225.7912,22,Noble,FL,11735000,Health,7
2010,Blue Bell,233.9143,50,PriceSpective,PA,11734792,Health,4
2011,Santa Monica,125.0622,62,BLITZ Agency,CA,11734335,Advertising & Marketing,1
2008,Bourne,65.2211,127,Convention Data Services,MA,11734000,Business Products & Services,5
2014,Denver,113.5991,61,Open Scan,CO,11733000,Financial Services,1
2017,Glendale,63.4326,70,USAePay,CA,11731149,Financial Services,7
2016,Columbus,77.1502,54,Hamilton Capital Management,OH,11730862,Financial Services,3
2016,Rockville,723.0482,167,BarnAllen Technologies,MD,11729211,IT Services,2
2014,New York,67.6606,78,Rain,NY,11727750,Advertising & Marketing,3
2010,Alexandria,127.6239,45,The Onyx Group,VA,11726626,Government Services,2
2009,Raleigh,251.2481,60,MedThink Communications,NC,11725856,Health,3
2015,San Diego,1401.7075,65,ScaleMatrix,CA,11725813,IT Services,1
2013,San Diego,90.2649,334,Destination Concepts,CA,11725151,Business Products & Services,6
2008,Austin,451.7362,100,Medical Present Value,TX,11724791,Software,5
2012,Miami Lakes,22.6409,42,Cherokee Enterprises,FL,11724762,Environmental Services,8
2011,Herndon,20.0366,71,Cascades Technologies,VA,11724033,Government Services,7
2012,Van Nuys,29.0972,41,Astek,CA,11723274,Manufacturing,6
2018,Houston,2485.8013,54,SIA SOLUTIONS,TX,11723144,Environmental Services,2
2012,Valley View,127.0139,115,"Fathom (Valley View, OH)",OH,11723000,Advertising & Marketing,5
2018,Danbury,218.0833,13,Health Products For You,CT,11722369,Health,1
2014,Gaithersburg,105.3969,33,Autoscribe,MD,11722000,Financial Services,1
2015,Decatur,86.8941,60,PSP,GA,11722000,Manufacturing,4
2012,Dodge City,30.2496,85,Crop Quest,KS,11721344,Environmental Services,1
2010,Elizabeth City,177.1478,109,VectorCSP,NC,11720217,Government Services,6
2007,Santa Barbara,169.7353,46,Davies,CA,11720000,Advertising & Marketing,2
2009,Bethlehem,103.1044,19,Rotating Machinery Services,PA,11717798,Engineering,7
2013,Carlsbad,63.6123,20,SEACOMP Displays,CA,11714765,Manufacturing,4
2011,Edison,38.6331,113,Integrated Resources,NJ,11713715,Human Resources,8
2013,Washington,97.5877,30,iDiscovery Solutions,DC,11713000,Business Products & Services,3
2009,Troy,35.8218,66,McGraw Wentworth,MI,11711039,Insurance,6
2008,Austin,117.1471,85,Drillinginfo,TX,11709484,Energy,9
2012,UNION CITY,93.4757,53,KBA DOCUSYS,CA,11709416,Business Products & Services,7
2008,Birmingham,54.7402,100,Barfield Murphy Shank & Smith,AL,11709151,Financial Services,2
2012,Stamford,36.0695,30,M2 Media Group,CT,11708850,Advertising & Marketing,5
2018,Atlanta,1399.9472,69,Aspirent,GA,11707553,IT Services,3
2017,Oxford,65.0224,150,Security Card Services,MS,11705524,Financial Services,7
2008,Chalfont,89.8697,70,Matcor,PA,11705101,Manufacturing,4
2012,Bellevue,106.2388,52,ARRYVE,WA,11703522,Business Products & Services,4
2014,Conshohocken,491.1572,47,Swift Capital,PA,11703500,Financial Services,4
2015,Fort Washington,44.6887,56,IT Solutions Consulting,PA,11703032,IT Services,8
2018,St Louis,187.4724,121,Omnigo Software,MO,11703000,Software,1
2012,Birmingham,173.4601,63,One Stop Environmental,AL,11702324,Environmental Services,4
2018,Chattanooga,1208.2268,21,Lync America,TN,11701618,Logistics & Transportation,1
2008,Independence,147.557,18,National Yellow Pages Media,OH,11701500,Advertising & Marketing,2
2012,New York,142.3116,36,Show Media,NY,11700190,Advertising & Marketing,4
2010,Seattle,461.0803,40,iClick,WA,11700000,Advertising & Marketing,3
2007,Scottsdale,129.4118,38,Incentive Logic,AZ,11700000,Business Products & Services,3
2011,Rochester,14.7059,88,Passero Associates,NY,11700000,Engineering,2
2013,Scottsdale,80.0682,314,EventPro Strategies,AZ,11699136,Advertising & Marketing,4
2018,Brea,62.2642,180,Coury & Buehler Physical Therapy,CA,11699027,Health,5
2010,Santa Barbara,5319.7013,15,FastSpring,CA,11698371,Software,4
2018,Annapolis Junction,2103.0136,91,Y-Tech,MD,11695843,Government Services,1
2008,Brookfield,65.6046,120,Codeworks,WI,11695000,IT Services,8
2014,Bridgewater,55.1468,66,Summit Drilling Co.,NJ,11694803,Environmental Services,2
2018,South Ogden,8797.7051,55,Funded Today,UT,11693542,Advertising & Marketing,1
2010,Troy,171.0478,66,Treo Solutions,NY,11693000,Health,8
2009,San Clemente,178.7366,102,DealerSocket,CA,11693000,Software,5
2012,Manchester,171.7406,100,Single Digits,NH,11693000,Telecommunications,4
2015,Austin,608.1199,350,OSSCube,TX,11692519,IT Services,2
2008,Clearwater,78.2267,120,Sunbelt Software,FL,11691454,Software,4
2009,Kent,72.3366,29,Concut,WA,11690961,Manufacturing,3
2017,Atlanta,314.4381,68,BELAY,GA,11690917,Business Products & Services,1
2012,Salem,99.8568,11,Rich Duncan Construction,OR,11690235,Construction,5
2015,Beverly,74.0619,66,Blue Vase Marketing,MA,11690000,Advertising & Marketing,3
2011,Ontario,26.2572,32,Midpoint Bearing,CA,11689357,Manufacturing,1
2011,Sherman Oaks,256.8434,4,Suntrade Export Services,CA,11689132,Food & Beverage,2
2012,West Chester,78.2702,8,Metal Resource Solutions,OH,11689094,Manufacturing,8
2014,SCOTTSDALE,282.6451,27,ZIVELO,AZ,11688717,Computer Hardware,3
2009,Jackson,446.022,249,Newk's Holding Company,MS,11688453,Food & Beverage,1
2009,Santa Ana,386.545,65,Debtmerica,CA,11687750,Financial Services,2
2009,Chesterfield,79.8035,51,Automotive Product Consultants,MO,11685284,Advertising & Marketing,4
2015,Bloomington,65.0084,80,Javen Technologies,MN,11685009,IT Services,8
2010,Dayton,69.6903,96,Cornerstone Research Group,OH,11684400,Engineering,6
2017,Saint Louis,299.8237,162,Vintech Solutions,MO,11684185,IT Services,2
2018,Canton,651.4066,212,Nearshore Technology,GA,11683621,IT Services,1
2008,New York,176.3291,94,Infinity Consulting Solutions,NY,11681768,Human Resources,8
2014,Herndon,401.7211,50,Cormac,VA,11681327,IT Services,1
2018,Nashville,621.2035,93,The Hardware Company,TN,11680908,Retail,1
2011,Milwaukee,14.2231,11,Everything2go.com,WI,11680137,Retail,2
2017,Atlanta,76.3156,52,Queen Virgin Remy,GA,11680126,Retail,1
2018,Chattanooga,1243.7382,34,Trident Transport,TN,11679772,Logistics & Transportation,1
2018,Syracuse,76.0825,40,Critical Link,NY,11679678,Engineering,1
2012,Rome,143.6918,30,The Lewis Chemical Company,GA,11678320,Manufacturing,7
2009,Campbell,95.2963,36,CKR Interactive,CA,11676861,Advertising & Marketing,3
2009,Minnetonka,150.6301,78,MedNet Solutions,MN,11676850,Health,5
2013,Austin,85.6514,83,Adlucent,TX,11676503,Advertising & Marketing,4
2017,Kissimmee,45.2975,100,Lynch Oil Company,FL,11675574,Energy,1
2009,Fairfield,210.5615,30,Relay Express,OH,11674310,Logistics & Transportation,8
2010,Norcross,113.7616,43,Teracore,GA,11673258,Government Services,4
2018,Houston,112.9874,61,Chief Outsiders,TX,11673197,Advertising & Marketing,5
2018,Springfield,79.5416,33,Exterior Medics,VA,11672412,Construction,4
2017,San Antonio,186.7594,24,Synergyst Research,TX,11671616,Health,7
2013,Huntsville,132.6583,105,Media Fusion,AL,11670130,Business Products & Services,3
2008,Omaha,137.6395,80,Cosentry,NE,11669110,IT Services,8
2012,Hillsboro,85.3399,52,MyBinding.com,OR,11669000,Business Products & Services,5
2015,New York,329.1879,144,Lady M Confections Co.,NY,11667872,Food & Beverage,3
2008,Philadelphia,2518.9771,160,The Neat Company,PA,11667517,Consumer Products & Services,4
2018,Fresno,99.7774,65,BCT Consulting,CA,11667000,IT Services,9
2011,New York,794.8499,52,Squarespace,NY,11666722,Software,3
2009,Irvine,1234.1047,26,Zumasys,CA,11665598,IT Services,7
2009,Centennial,22.4797,350,Epicurean Culinary Group,CO,11664499,Food & Beverage,2
2017,Asheville,76.3532,47,The Cheat Sheet,NC,11664000,Media,2
2018,Dallas,149.2627,98,GDS Link,TX,11663000,Business Products & Services,1
2017,New Orleans,56.5521,59,CivicSource,LA,11662673,Government Services,5
2010,Rochester,54.633,104,Ovation Payroll,NY,11660959,Human Resources,6
2010,Colorado Springs,102.8289,57,Neumann Systems Group,CO,11659249,Engineering,2
2016,Bellingham,2038.9339,18,Seeking Health,WA,11659029,Health,3
2018,Columbus,65.7756,41,Proforma Graphic Services,OH,11659000,Advertising & Marketing,6
2012,Findlay,82.9437,23,CentraComm,OH,11659000,IT Services,9
2007,Hanover,379.3454,0,Priority Worldwide Services,MD,11658759,Logistics & Transportation,2
2012,Palo Alto,89.4452,20,World Centric,CA,11658554,Consumer Products & Services,2
2011,Houston,19.4637,69,Gimmal,TX,11658159,Software,9
2011,Commerce Twp,73.6113,85,Wesley Berry Flowers,MI,11658000,Retail,3
2016,Washington,79.8701,25,Menkiti Group,DC,11656086,Real Estate,6
2010,North Branford,17.0869,26,Uno Alla Volta,CT,11656000,Retail,4
2009,Oakdale,36.6264,22,Clarke Health Care Products,PA,11655588,Health,1
2008,Sausalito,158.0908,24,On Board Entertainment,CA,11655389,Advertising & Marketing,2
2010,Mountain View,173.1098,30,Beau-coup Wedding Favors,CA,11655063,Retail,3
2015,New York,2377.6901,16,Goviva,NY,11654980,Consumer Products & Services,1
2015,Somerville,189.1694,54,MedTouch,MA,11653091,Health,4
2014,Los Angeles,43.1348,35,BeCore,CA,11653053,Advertising & Marketing,2
2010,Houston,70.541,51,Merrick Systems,TX,11651990,Energy,5
2011,Sacramento,138.8108,10,Healthwise,CA,11651522,Consumer Products & Services,5
2012,Sacramento,138.8108,14,Healthwise,CA,11651522,Consumer Products & Services,5
2016,San Diego,297.429,55,Kestra Private Wealth Services,CA,11651001,Financial Services,1
2014,Hollywood,171.3321,12,Premium Seats USA,FL,11651000,Travel & Hospitality,2
2013,Florence,183.9386,16,Kona Ice,KY,11650000,Food & Beverage,5
2010,Los Gatos,4.7007,30,Wagic,CA,11648227,Consumer Products & Services,5
2014,Honolulu,568.2731,36,Bonterra Solar,HI,11648000,Energy,2
2015,Wake Forest,1881.1495,75,Nexus Global Business Solutions,NC,11647495,Business Products & Services,2
2012,Pompano Beach,57.7347,78,precision metal industries,FL,11646464,Manufacturing,3
2009,Newton,198.8537,18,LightWedge,MA,11646358,Consumer Products & Services,3
2010,Oceanside,99.8284,9,Carbon Resources,CA,11646000,Environmental Services,1
2016,DuPont,79.6733,117,Alliance Enterprises,WA,11643688,Software,1
2018,Virginia Beach,368.9236,35,Axis Global Enterprises,VA,11643468,Government Services,3
2012,Chantilly,183.2662,170,Ampcus,VA,11643098,Government Services,7
2015,Richmond,263.7139,66,Impact Makers,VA,11642922,IT Services,6
2008,Bristol,124.3545,66,Advent Design,PA,11642776,Manufacturing,3
2018,Miami Springs,77.9829,12,Zicom,FL,11640982,Retail,3
2010,Williamston,564.5485,300,Top Flite Financial,MI,11637846,Financial Services,7
2010,Santa Monica,305.2611,90,Revolution Prep,CA,11635744,Education,4
2008,Salt Lake City,737.0245,153,Clearlink,UT,11635528,Business Products & Services,8
2009,Houston,148.1808,66,Merrick Systems,TX,11635357,Energy,5
2016,Arlington,4767.6816,70,ByteCubed,VA,11633759,IT Services,2
2012,Wichita,18.6181,159,iSi Environmental,KS,11632334,Environmental Services,7
2009,Philadelphia,105.8524,42,Graboyes Commercial Window Co.,PA,11631983,Construction,2
2012,Rockville,216.6007,53,Information Systems Solutions,MD,11631966,IT Services,6
2018,Coral Springs,72.902,105,The Original Frameless Shower Doors,FL,11631331,Manufacturing,4
2016,Franklin,2644.7418,30,Axe Wellness,TN,11631008,Health,2
2014,Huntsville,444.263,87,Trident Technologies,AL,11630063,Government Services,3
2017,Charlotte,276.9854,150,The Olde Mecklenburg Brewery,NC,11630000,Food & Beverage,2
2014,St. Paul,137.3891,15,Advanced Technology Systems,MN,11628973,Business Products & Services,2
2007,New York,203.4989,14,Priority Staffing Solutions,NY,11628280,Human Resources,2
2011,Scottsdale,1086.8482,45,GlobalMed,AZ,11627742,Health,3
2011,Williamston,270.6018,225,Top Flite Financial,MI,11627568,Financial Services,7
2018,Bradenton,100.0703,30,ProspectsPLUS!,FL,11627119,Real Estate,3
2014,Mandeville,77.5557,85,Netchex,LA,11626700,Human Resources,7
2015,Albion,44.7187,75,Team 1 Plastics,MI,11626504,Manufacturing,1
2011,Arlington,295.9828,75,eGlobalTech,VA,11626122,IT Services,5
2012,Hermosa Beach,239.4453,12,Sandler Partners,CA,11626000,Telecommunications,8
2015,Bowie,230.3162,97,Insight Technology Solutions,MD,11625809,Government Services,3
2010,Reston,52.8511,56,Amyx,VA,11625606,Government Services,5
2008,Berkeley,152.0281,54,Sun Light & Power,CA,11625066,Energy,5
2015,San Diego,57.2672,46,Jackson Design and Remodeling,CA,11623819,Construction,8
2008,Phoenix,219.4009,95,ATS Electric,AZ,11623000,Construction,3
2016,Conshohocken,117.5029,17,The Rox Group,PA,11622261,Consumer Products & Services,6
2012,Boston,4083.874,184,Brafton,MA,11622007,Advertising & Marketing,4
2017,Novato,765.4889,113,The ExecRanks,CA,11619587,Business Products & Services,1
2015,Thermal,133.7147,22,Desert Jet,CA,11619151,Logistics & Transportation,5
2014,Milpitas,46.3026,180,Simplion Technologies,CA,11617578,IT Services,7
2011,Orlando,198.0934,60,Engineering and Computer Simulations,FL,11617195,Government Services,5
2010,Columbus,347.2758,314,The Whitestone Group,OH,11617103,Government Services,7
2014,Richardson,85.5454,46,Chestnut Exploration Companies,TX,11617000,Energy,2
2017,New York City,77.4245,27,Quest Workspaces,NY,11616373,Business Products & Services,1
2009,Orlando,640.0154,37,Engineering and Computer Simulations,FL,11615851,Government Services,5
2009,Chicago,86.0248,80,Kim & Scott's Gourmet Pretzels,IL,11615277,Food & Beverage,4
2008,Dayton,69.8731,32,Comfort Keepers,OH,11614663,Health,5
2017,Nashville,92.8098,54,TechnologyAdvice,TN,11613533,Advertising & Marketing,4
2016,Toledo,55.9752,65,endevis,OH,11613199,Human Resources,5
2012,Alpharetta,33.0205,100,Integrated Care Management,GA,11611972,Health,4
2017,Durham,60.6979,72,WorkSmart,NC,11611480,IT Services,11
2017,Orlando,71.4167,44,CollaborateMD,FL,11606186,Health,7
2009,Brooklyn Center,60.6535,75,Sign-Zone,MN,11604000,Manufacturing,8
2008,Gulf Breeze,394.1652,96,AppRiver,FL,11603000,IT Services,11
2013,Irvine,406.7361,42,GRS Group,CA,11602985,Real Estate,2
2013,Austin,740.2749,82,Kendra Scott,TX,11602692,Retail,2
2014,Austin,740.7748,206,Kendra Scott,TX,11602692,Retail,2
2016,Schenectady,48.3345,80,Transfinder,NY,11602411,Software,11
2009,Andover,335.1838,90,NuView Systems,MA,11602000,Software,2
2014,Lexington,1451.9855,220,Lolly Wolly Doodle,NC,11601976,Retail,1
2012,Pearland,139.9137,116,True View Surgery Center,TX,11601778,Health,1
2015,San Marcos,119.7017,20,Meridian Pacific Properties,CA,11601492,Real Estate,4
2009,Liberty,100.5592,40,KeyMark,SC,11600000,Software,3
2010,Glendale,31.8182,98,Tenrox,CA,11600000,Software,2
2016,Clearwater,4190.13,111,Stratus Video,FL,11599482,Telecommunications,5
2007,San Diego,273.5882,43,Geary Interactive,CA,11598146,Advertising & Marketing,3
2008,Doylestown,851.9034,39,ACI Estate,PA,11598000,Insurance,2
2016,McDonough,58.655,85,OnsiteRIS,GA,11598000,IT Services,1
2011,San Diego,423.2547,49,Sullivan Solar Power,CA,11597538,Energy,8
2010,Norman,97.9716,10,Totally Tickets,OK,11595697,Retail,3
2017,Louisville,3413.9808,5,PAKmed,KY,11593993,Health,1
2012,Omaha,80.2858,46,Right at Home,NE,11593438,Health,8
2014,North Kingstown,109.6763,75,Bridge Technical Talent,RI,11593000,Human Resources,2
2015,NORTHRIDGE,189.6668,18,LENNY & LARRY'S,CA,11591866,Food & Beverage,4
2014,San Diego,48.7021,39,Chassis Plans,CA,11591648,Computer Hardware,4
2012,St. Petersburg,744.6084,16,Crystal Clear Technologies,FL,11591473,Government Services,3
2016,Albuquerque,73.5677,332,Superior Ambulance Service,NM,11590161,Health,3
2012,Knoxville,65.8945,80,AMS,TN,11589000,Engineering,2
2018,Rockville,1082.655,85,Ripple Effect Communications,MD,11588671,Government Services,2
2016,Anaheim,176.4307,53,EmazingLights / iHeartRaves / IntoTheAM,CA,11588438,Consumer Products & Services,4
2009,Cambridge,100.3804,56,PJA Advertising + Marketing,MA,11588000,Advertising & Marketing,3
2013,Fairfax,210.1528,99,Emagine IT,VA,11587766,Government Services,3
2009,Grandville,71.9295,80,Facilities Resource Group,MI,11586836,Construction,3
2014,Dallas,317.2676,40,Virtual Tech Gurus,TX,11586798,IT Services,2
2009,Holts Summit,151.7774,37,PFSbrands,MO,11586671,Food & Beverage,9
2017,Overland Park,183.6537,23,Lifestyle Publications,KS,11586381,Media,3
2010,Eagan,179.8879,60,BI Consulting Group,MN,11584102,IT Services,2
2018,Columbia,70.7726,2278,JobFinders Employment Services,MO,11584023,Human Resources,6
2011,Atlanta,94.6011,35,Force Marketing,GA,11583289,Advertising & Marketing,9
2014,Georgetown,940.4882,60,Cornerstone Advisors Group,CT,11582756,Health,3
2017,Charlottesville,367.4073,9,360 Painting,VA,11581927,Construction,3
2009,Norwalk,83.397,11,Cableready,CT,11579211,Media,4
2011,Hawthorne,516.5991,30,Pfister Energy,NJ,11578645,Energy,7
2014,Nashville,61.6358,80,DSicovery,TN,11577815,Business Products & Services,8
2017,Fremont,94.9755,87,SureCall,CA,11576433,Telecommunications,2
2014,Washington,102.5592,27,Menkiti Group,DC,11576092,Real Estate,6
2018,Greenville,3116.182,19,UCW Logistics,SC,11575425,Logistics & Transportation,1
2009,Irvine,465.7194,76,Synoptek,CA,11574913,IT Services,4
2018,Hoover,295.3012,110,Lake Homes Realty,AL,11573047,Real Estate,2
2016,Allen,1611.7888,25,Primal Health,TX,11572925,Health,2
2011,Augusta,102.2287,75,PK Industries,KS,11571817,Energy,1
2007,King of Prussia,264.8075,51,BizTech,PA,11571197,IT Services,3
2015,Baldwin Park,126.3547,30,ImportLA,CA,11570718,Business Products & Services,5
2009,San Francisco,124.6075,90,Orchard Hotels,CA,11568741,Travel & Hospitality,2
2012,Southfield,27.9118,46,ImageSoft,MI,11568290,Business Products & Services,8
2016,Fort Lauderdale,327.0904,9,DirecLogix,FL,11568136,IT Services,4
2007,San Francisco,301.8927,49,Geary LSF,CA,11567501,Advertising & Marketing,4
2008,Provo,778.1734,171,Heritage Web Solutions,UT,11567335,IT Services,3
2011,New York,140.3759,100,Energy Kitchen,NY,11566658,Food & Beverage,2
2014,Boston,711.0722,14,Boost Software,MA,11566441,Software,1
2014,Woods Cross,80.178,38,Candle Warmers Etc.,UT,11565988,Consumer Products & Services,8
2009,Minneapolis,359.8259,81,Trissential,MN,11564337,Business Products & Services,7
2014,Kennesaw,61.0851,232,Cobb Pediatric Therapy Services,GA,11564320,Health,10
2011,Jessup,347.6965,7,Three Dog Logistics,MD,11564000,Logistics & Transportation,6
2014,Arlington,50.1352,48,Arc Aspicio,VA,11563595,Government Services,8
2011,Claysville,67.3932,41,Newton Consulting,PA,11563545,Business Products & Services,6
2010,Golden,229.2841,42,Universal Mind,CO,11563153,Business Products & Services,5
2014,Pittsburgh,55.153,22,"Comfort Supply (Pittsburgh, PA)",PA,11562000,Construction,3
2014,San Diego,55.6884,18,Square Peg Packaging & Printing,CA,11561901,Business Products & Services,4
2015,Newark,90.6397,63,The Encima Group,DE,11561146,Business Products & Services,4
2016,Centerville,248.9409,11,Renatus,UT,11560554,Education,2
2010,Chatsworth,177.4787,76,PrintRunner,CA,11558632,Business Products & Services,3
2011,Tukwila,43.0628,450,Fine Designs,WA,11557242,Consumer Products & Services,5
2010,Atlanta,34.3164,57,Logic Trends,GA,11556540,IT Services,3
2013,Lake Mary,767.7136,78,Power Grid Engineering,FL,11556487,Engineering,3
2010,Milwaukee,731.32,14,Everything2go.com,WI,11556022,Retail,2
2018,Arlington,581.2775,72,Changeis,VA,11555257,Government Services,3
2017,Bedford,2096.7645,56,Augmenix,MA,11553883,Health,2
2012,Mesa,299.1022,100,Entrust Bankcard,AZ,11553237,Financial Services,2
2018,San Antonio,372.4127,112,Silotech Group,TX,11553117,IT Services,4
2017,Sioux City,54.9041,34,PC Pitstop,IA,11552370,Software,2
2010,Manassas,31.5498,57,Color-Ad,VA,11551652,Business Products & Services,3
2016,Fort Myers,161.9313,60,Property Debt Research,FL,11550763,Business Products & Services,2
2018,Vancouver,3841.6916,45,Apex Air,WA,11550733,Construction,1
2009,Warren,26.1035,31,Great Lakes Wire & Cable,MI,11549863,Manufacturing,2
2009,New York,619.5639,34,Travel Ad Network,NY,11549000,Advertising & Marketing,1
2015,Alexandria,322.6111,76,Defense Point Security,VA,11546140,Government Services,3
2014,Parsippany,89.286,57,Peloton Advantage,NJ,11545789,Health,4
2014,Pleasanton,91.5192,72,Certent,CA,11545276,Financial Services,6
2010,Reston,266.6098,77,MetroStar Systems,VA,11545220,IT Services,7
2012,Oklahoma City,1768.123,48,Saratoga Roofing & Construction,OK,11545000,Construction,4
2014,Tukwila,68.5668,26,Industrial Revolution,WA,11544420,Consumer Products & Services,8
2008,Austin,1188.2182,42,Zebra Imaging,TX,11544406,Business Products & Services,3
2013,Scottsdale,66.1893,13,PlanetOne Communications,AZ,11544220,Telecommunications,7
2011,Hauppauge,93.9662,450,MDeverywhere,NY,11543917,Health,1
2009,Colorado Springs,129.7901,71,Infinity Systems Engineering,CO,11543062,Government Services,10
2014,Dunwwoody,74.7859,55,National Electronic Attachment,GA,11542980,Health,10
2018,Sandy Hook,58.0446,0,Mediassociates,CT,11542000,Advertising & Marketing,4
2012,Seattle,360.6786,64,Bridge Partners,WA,11540000,Business Products & Services,6
2017,winchester,70.4597,45,PRK Drilling & Blasting,VA,11538093,Construction,5
2015,SILVER SPRING,63.7473,96,3LINKS TECHNOLOGIES,MD,11537292,IT Services,2
2012,San Diego,131.287,270,IQ Pipeline,CA,11537075,Human Resources,6
2013,Chicago,156.032,61,Meeting Tomorrow,IL,11536314,Business Products & Services,4
2008,Waltham,313.625,106,Accounting Management Solutions,MA,11536000,Financial Services,4
2008,San Francisco,215.8806,85,Allison & Partners,CA,11535708,Advertising & Marketing,4
2012,Knoxville,104.7995,60,Claris Networks,TN,11534791,IT Services,6
2012,Fairfax,65.1726,186,Capital Novus,VA,11534000,IT Services,1
2008,Woodstock,103.1349,65,NeoCom Solutions,GA,11534000,Telecommunications,4
2008,Tampa,482.5833,70,ConnectWise,FL,11533226,Software,7
2016,San Francisco,285.9964,78,Bitly,CA,11532402,Advertising & Marketing,2
2008,Pipersville,108.5885,54,Kraus Commercial Roofing,PA,11531719,Construction,3
2016,West Chicago,137.149,46,Evo Exhibits,IL,11531348,Advertising & Marketing,5
2012,Princeton Junction,8.4797,165,NewAgeSys,NJ,11531145,IT Services,7
2009,Bristol,163.1211,25,Tiger Claw,CT,11531032,Consumer Products & Services,4
2010,Phoenix,88.7508,10,LeadPile,AZ,11531028,Advertising & Marketing,4
2016,South Jordan,79.3135,62,SwipeClock,UT,11530146,Business Products & Services,8
2011,Chicago,161.8907,55,Sonoma Partners,IL,11529398,IT Services,8
2013,Atlanta,62.6116,85,Proliant,GA,11529144,Human Resources,6
2010,Orlando,351.9197,41,Engineering and Computer Simulations,FL,11528884,Government Services,5
2009,Rochester,328.2696,20,VarData,NY,11528306,Telecommunications,4
2010,Tampa,3165.6466,35,Archimedes Global,FL,11528059,Government Services,3
2008,GLEN BURNIE,133.2456,31,Convergence Technology Consulting,MD,11527000,IT Services,5
2013,West Chester,182.3386,9,Metal Resource Solutions,OH,11525475,Manufacturing,8
